id,season,matchday,date,home_team,away_team,home_goals,away_goals,result,home_position,away_position,home_scored_and_conceded_goals,away_scored_and_conceded_goals,detail_link
1,2017/2018,8,2017-10-13,Espanyol Barcelona,Levante UD,0,0,X,13,12,7:11,8:10,https://www.mondefootball.fr/resume/primera-division-2017-2018-espanyol-barcelona-levante-ud/
2,2017/2018,8,2017-10-14,Athletic Club,Sevilla FC,1,0,1,10,5,10:9,9:4,https://www.mondefootball.fr/resume/primera-division-2017-2018-athletic-bilbao-sevilla-fc/
3,2017/2018,8,2017-10-14,Getafe CF,Real Madrid,1,2,2,14,3,10:9,15:7,https://www.mondefootball.fr/resume/primera-division-2017-2018-getafe-cf-real-madrid/
4,2017/2018,8,2017-10-14,CD Alavés,Real Sociedad,0,2,2,19,9,3:12,19:17,https://www.mondefootball.fr/resume/primera-division-2017-2018-cd-alaves-real-sociedad/
5,2017/2018,8,2017-10-14,Atlético Madrid,FC Barcelona,1,1,X,4,1,13:5,24:3,https://www.mondefootball.fr/resume/primera-division-2017-2018-atletico-madrid-fc-barcelona/
6,2017/2018,8,2017-10-15,SD Eibar,Deportivo La Coruña,0,0,X,16,15,3:17,9:16,https://www.mondefootball.fr/resume/primera-division-2017-2018-sd-eibar-deportivo-la-coruna/
7,2017/2018,8,2017-10-15,Girona FC,Villarreal CF,1,2,2,17,7,7:13,11:10,https://www.mondefootball.fr/resume/primera-division-2017-2018-girona-fc-villarreal-cf/
8,2017/2018,8,2017-10-15,Málaga CF,CD Leganés,0,2,2,20,6,4:18,7:3,https://www.mondefootball.fr/resume/primera-division-2017-2018-malaga-cf-cd-leganes/
9,2017/2018,8,2017-10-15,Real Betis,Valencia CF,3,6,2,8,2,17:17,21:10,https://www.mondefootball.fr/resume/primera-division-2017-2018-real-betis-valencia-cf/
10,2017/2018,8,2017-10-16,UD Las Palmas,RC Celta,2,5,2,18,11,7:18,18:13,https://www.mondefootball.fr/resume/primera-division-2017-2018-ud-las-palmas-celta-vigo/
