id,season,matchday,date,home_team,away_team,home_goals,away_goals,result,home_position,away_position,home_scored_and_conceded_goals,away_scored_and_conceded_goals,detail_link
1,2012/2013,30,2013-04-05,Granada CF,Real Betis,1,5,2,16,7,27:45,44:43,https://www.mondefootball.fr/resume/primera-division-2012-2013-granada-cf-real-betis/
2,2012/2013,30,2013-04-06,Real Sociedad,Málaga CF,4,2,1,4,6,55:39,43:32,https://www.mondefootball.fr/resume/primera-division-2012-2013-real-sociedad-malaga-cf/
3,2012/2013,30,2013-04-06,Real Madrid,Levante UD,5,1,1,2,11,77:29,35:46,https://www.mondefootball.fr/resume/primera-division-2012-2013-real-madrid-levante-ud/
4,2012/2013,30,2013-04-06,Deportivo La Coruña,Real Zaragoza,3,2,1,18,17,38:63,28:46,https://www.mondefootball.fr/resume/primera-division-2012-2013-deportivo-la-coruna-real-zaragoza/
5,2012/2013,30,2013-04-06,FC Barcelona,RCD Mallorca,5,0,1,1,20,95:33,32:63,https://www.mondefootball.fr/resume/primera-division-2012-2013-fc-barcelona-rcd-mallorca/
6,2012/2013,30,2013-04-07,RC Celta,Rayo Vallecano,0,2,2,19,9,29:45,40:49,https://www.mondefootball.fr/resume/primera-division-2012-2013-celta-vigo-rayo-vallecano/
7,2012/2013,30,2013-04-07,CA Osasuna,Espanyol Barcelona,0,2,2,15,12,26:35,37:39,https://www.mondefootball.fr/resume/primera-division-2012-2013-ca-osasuna-espanyol-barcelona/
8,2012/2013,30,2013-04-07,Getafe CF,Atlético Madrid,0,0,X,8,3,38:44,51:25,https://www.mondefootball.fr/resume/primera-division-2012-2013-getafe-cf-atletico-madrid/
9,2012/2013,30,2013-04-07,Valencia CF,Real Valladolid,2,1,1,5,13,44:42,38:43,https://www.mondefootball.fr/resume/primera-division-2012-2013-valencia-cf-real-valladolid/
10,2012/2013,30,2013-04-08,Sevilla FC,Athletic Club,2,1,1,10,14,45:42,34:53,https://www.mondefootball.fr/resume/primera-division-2012-2013-sevilla-fc-athletic-bilbao/
