id,season,matchday,date,home_team,away_team,home_goals,away_goals,result,home_position,away_position,home_scored_and_conceded_goals,away_scored_and_conceded_goals,detail_link
1,2016/2017,5,2016-09-20,Málaga CF,SD Eibar,2,1,1,14,9,5:7,6:6,https://www.mondefootball.fr/resume/primera-division-2016-2017-malaga-cf-sd-eibar/
2,2016/2017,5,2016-09-20,Sevilla FC,Real Betis,1,0,1,2,16,10:6,7:11,https://www.mondefootball.fr/resume/primera-division-2016-2017-sevilla-fc-real-betis/
3,2016/2017,5,2016-09-21,Real Madrid,Villarreal CF,1,1,X,1,6,13:4,6:3,https://www.mondefootball.fr/resume/primera-division-2016-2017-real-madrid-villarreal-cf/
4,2016/2017,5,2016-09-21,RC Celta,Sporting Gijón,2,1,1,17,11,3:8,5:9,https://www.mondefootball.fr/resume/primera-division-2016-2017-celta-vigo-sporting-gijon/
5,2016/2017,5,2016-09-21,Real Sociedad,UD Las Palmas,4,1,1,8,5,8:7,12:9,https://www.mondefootball.fr/resume/primera-division-2016-2017-real-sociedad-ud-las-palmas/
6,2016/2017,5,2016-09-21,Granada CF,Athletic Club,1,2,2,19,7,6:12,6:5,https://www.mondefootball.fr/resume/primera-division-2016-2017-granada-cf-athletic-bilbao/
7,2016/2017,5,2016-09-21,FC Barcelona,Atlético Madrid,1,1,X,3,4,14:6,11:2,https://www.mondefootball.fr/resume/primera-division-2016-2017-fc-barcelona-atletico-madrid/
8,2016/2017,5,2016-09-22,CA Osasuna,Espanyol Barcelona,1,2,2,20,15,4:10,9:12,https://www.mondefootball.fr/resume/primera-division-2016-2017-ca-osasuna-espanyol-barcelona/
9,2016/2017,5,2016-09-22,Deportivo La Coruña,CD Leganés,1,2,2,13,10,3:4,5:8,https://www.mondefootball.fr/resume/primera-division-2016-2017-deportivo-la-coruna-cd-leganes/
10,2016/2017,5,2016-09-22,Valencia CF,CD Alavés,2,1,1,18,12,7:11,4:4,https://www.mondefootball.fr/resume/primera-division-2016-2017-valencia-cf-cd-alaves/
