id,season,matchday,date,home_team,away_team,home_goals,away_goals,result,home_position,away_position,home_scored_and_conceded_goals,away_scored_and_conceded_goals,detail_link
1,2019/2020,33,2020-06-30,RCD Mallorca,RC Celta,5,1,1,18,17,35:56,32:42,https://www.mondefootball.fr/resume/primera-division-2019-2020-rcd-mallorca-celta-vigo/
2,2019/2020,33,2020-06-30,CD Leganés,Sevilla FC,0,3,2,19,4,24:49,48:33,https://www.mondefootball.fr/resume/primera-division-2019-2020-cd-leganes-sevilla-fc/
3,2019/2020,33,2020-06-30,FC Barcelona,Atlético Madrid,2,2,X,2,3,74:35,43:25,https://www.mondefootball.fr/resume/primera-division-2019-2020-fc-barcelona-atletico-madrid/
4,2019/2020,33,2020-07-01,CD Alavés,Granada CF,0,2,2,15,10,32:50,40:38,https://www.mondefootball.fr/resume/primera-division-2019-2020-cd-alaves-granada-cf/
5,2019/2020,33,2020-07-01,Valencia CF,Athletic Club,0,2,2,9,8,41:48,38:28,https://www.mondefootball.fr/resume/primera-division-2019-2020-valencia-cf-athletic-bilbao/
6,2019/2020,33,2020-07-01,Real Betis,Villarreal CF,0,2,2,13,5,43:54,53:40,https://www.mondefootball.fr/resume/primera-division-2019-2020-real-betis-villarreal-cf/
7,2019/2020,33,2020-07-01,Real Valladolid,Levante UD,0,0,X,14,12,27:37,41:46,https://www.mondefootball.fr/resume/primera-division-2019-2020-real-valladolid-levante-ud/
8,2019/2020,33,2020-07-02,SD Eibar,CA Osasuna,0,2,2,16,11,34:50,40:47,https://www.mondefootball.fr/resume/primera-division-2019-2020-sd-eibar-ca-osasuna/
9,2019/2020,33,2020-07-02,Real Sociedad,Espanyol Barcelona,2,1,1,7,20,50:42,27:53,https://www.mondefootball.fr/resume/primera-division-2019-2020-real-sociedad-espanyol-barcelona/
10,2019/2020,33,2020-07-02,Real Madrid,Getafe CF,1,0,1,1,6,61:21,42:31,https://www.mondefootball.fr/resume/primera-division-2019-2020-real-madrid-getafe-cf/
