id,season,matchday,date,home_team,away_team,home_goals,away_goals,result,home_position,away_position,home_scored_and_conceded_goals,away_scored_and_conceded_goals,detail_link
1,2018/2019,7,2018-09-28,Rayo Vallecano,Espanyol Barcelona,2,2,X,18,6,8:15,8:6,https://www.mondefootball.fr/resume/primera-division-2018-2019-rayo-vallecano-espanyol-barcelona/
2,2018/2019,7,2018-09-29,Real Sociedad,Valencia CF,0,1,2,14,12,9:10,5:6,https://www.mondefootball.fr/resume/primera-division-2018-2019-real-sociedad-valencia-cf/
3,2018/2019,7,2018-09-29,FC Barcelona,Athletic Club,1,1,X,1,13,18:8,9:11,https://www.mondefootball.fr/resume/primera-division-2018-2019-fc-barcelona-athletic-bilbao/
4,2018/2019,7,2018-09-29,SD Eibar,Sevilla FC,1,3,2,16,3,6:10,16:7,https://www.mondefootball.fr/resume/primera-division-2018-2019-sd-eibar-sevilla-fc/
5,2018/2019,7,2018-09-29,Real Madrid,Atlético Madrid,0,0,X,2,4,12:6,8:4,https://www.mondefootball.fr/resume/primera-division-2018-2019-real-madrid-atletico-madrid/
6,2018/2019,7,2018-09-30,SD Huesca,Girona FC,1,1,X,19,9,7:17,8:10,https://www.mondefootball.fr/resume/primera-division-2018-2019-sd-huesca-girona-fc/
7,2018/2019,7,2018-09-30,Villarreal CF,Real Valladolid,0,1,2,15,11,5:4,6:6,https://www.mondefootball.fr/resume/primera-division-2018-2019-villarreal-cf-real-valladolid/
8,2018/2019,7,2018-09-30,Levante UD,CD Alavés,2,1,1,17,7,11:14,10:8,https://www.mondefootball.fr/resume/primera-division-2018-2019-levante-ud-cd-alaves/
9,2018/2019,7,2018-09-30,Real Betis,CD Leganés,1,0,1,5,20,5:5,6:12,https://www.mondefootball.fr/resume/primera-division-2018-2019-real-betis-cd-leganes/
10,2018/2019,7,2018-10-01,RC Celta,Getafe CF,1,1,X,8,10,12:10,6:6,https://www.mondefootball.fr/resume/primera-division-2018-2019-celta-vigo-getafe-cf/
