id,season,matchday,date,home_team,away_team,home_goals,away_goals,result,home_position,away_position,home_scored_and_conceded_goals,away_scored_and_conceded_goals,detail_link
1,2015/2016,3,2015-09-11,Levante UD,Sevilla FC,1,1,X,13,16,2:3,1:4,https://www.mondefootball.fr/resume/primera-division-2015-2016-levante-ud-sevilla-fc/
2,2015/2016,3,2015-09-12,Espanyol Barcelona,Real Madrid,0,6,2,11,2,2:9,11:0,https://www.mondefootball.fr/resume/primera-division-2015-2016-espanyol-barcelona-real-madrid/
3,2015/2016,3,2015-09-12,Sporting Gijón,Valencia CF,0,1,2,18,8,0:1,2:1,https://www.mondefootball.fr/resume/primera-division-2015-2016-sporting-gijon-valencia-cf/
4,2015/2016,3,2015-09-12,Atlético Madrid,FC Barcelona,1,2,2,6,1,5:2,4:1,https://www.mondefootball.fr/resume/primera-division-2015-2016-atletico-madrid-fc-barcelona/
5,2015/2016,3,2015-09-12,Real Betis,Real Sociedad,1,0,1,9,15,2:6,0:1,https://www.mondefootball.fr/resume/primera-division-2015-2016-real-betis-real-sociedad/
6,2015/2016,3,2015-09-13,Granada CF,Villarreal CF,1,3,2,12,4,4:7,7:3,https://www.mondefootball.fr/resume/primera-division-2015-2016-granada-cf-villarreal-cf/
7,2015/2016,3,2015-09-13,Athletic Club,Getafe CF,3,1,1,10,20,3:4,2:6,https://www.mondefootball.fr/resume/primera-division-2015-2016-athletic-bilbao-getafe-cf/
8,2015/2016,3,2015-09-13,RC Celta,UD Las Palmas,3,3,X,3,17,8:4,3:4,https://www.mondefootball.fr/resume/primera-division-2015-2016-celta-vigo-ud-las-palmas/
9,2015/2016,3,2015-09-13,Málaga CF,SD Eibar,0,0,X,14,5,0:1,5:1,https://www.mondefootball.fr/resume/primera-division-2015-2016-malaga-cf-sd-eibar/
10,2015/2016,3,2015-09-14,Rayo Vallecano,Deportivo La Coruña,1,3,2,19,7,1:6,4:2,https://www.mondefootball.fr/resume/primera-division-2015-2016-rayo-vallecano-deportivo-la-coruna/
