id,season,matchday,date,home_team,away_team,home_goals,away_goals,result,home_position,away_position,home_scored_and_conceded_goals,away_scored_and_conceded_goals,detail_link
1,2015/2016,24,2016-02-12,Sporting Gijón,Rayo Vallecano,2,2,X,16,15,27:41,32:49,https://www.mondefootball.fr/resume/primera-division-2015-2016-sporting-gijon-rayo-vallecano/
2,2015/2016,24,2016-02-13,Real Madrid,Athletic Club,4,2,1,3,7,70:23,35:34,https://www.mondefootball.fr/resume/primera-division-2015-2016-real-madrid-athletic-bilbao/
3,2015/2016,24,2016-02-13,Villarreal CF,Málaga CF,1,0,1,4,11,30:18,21:21,https://www.mondefootball.fr/resume/primera-division-2015-2016-villarreal-cf-malaga-cf/
4,2015/2016,24,2016-02-13,Valencia CF,Espanyol Barcelona,2,1,1,12,17,28:25,21:48,https://www.mondefootball.fr/resume/primera-division-2015-2016-valencia-cf-espanyol-barcelona/
5,2015/2016,24,2016-02-13,Deportivo La Coruña,Real Betis,2,2,X,9,14,33:30,18:33,https://www.mondefootball.fr/resume/primera-division-2015-2016-deportivo-la-coruna-real-betis/
6,2015/2016,24,2016-02-14,Real Sociedad,Granada CF,3,0,1,10,19,34:34,25:49,https://www.mondefootball.fr/resume/primera-division-2015-2016-real-sociedad-granada-cf/
7,2015/2016,24,2016-02-14,Sevilla FC,UD Las Palmas,2,0,1,5,18,34:24,23:38,https://www.mondefootball.fr/resume/primera-division-2015-2016-sevilla-fc-ud-las-palmas/
8,2015/2016,24,2016-02-14,SD Eibar,Levante UD,2,0,1,6,20,38:31,21:45,https://www.mondefootball.fr/resume/primera-division-2015-2016-sd-eibar-levante-ud/
9,2015/2016,24,2016-02-14,Getafe CF,Atlético Madrid,0,1,2,13,2,26:36,35:11,https://www.mondefootball.fr/resume/primera-division-2015-2016-getafe-cf-atletico-madrid/
10,2015/2016,24,2016-02-14,FC Barcelona,RC Celta,6,1,1,1,8,65:19,35:42,https://www.mondefootball.fr/resume/primera-division-2015-2016-fc-barcelona-celta-vigo/
