id,season,matchday,date,home_team,away_team,home_goals,away_goals,result,home_position,away_position,home_scored_and_conceded_goals,away_scored_and_conceded_goals,detail_link
1,2020/2021,3,2020-09-26,CD Alavés,Getafe CF,0,0,X,19,11,1:3,1:2,https://www.mondefootball.fr/resume/primera-division-2020-2021-cd-alaves-getafe-cf/
2,2020/2021,3,2020-09-26,Valencia CF,SD Huesca,1,1,X,9,17,6:5,2:4,https://www.mondefootball.fr/resume/primera-division-2020-2021-valencia-cf-sd-huesca/
3,2020/2021,3,2020-09-26,Elche CF,Real Sociedad,0,3,2,20,7,0:8,4:1,https://www.mondefootball.fr/resume/primera-division-2020-2021-elche-cf-real-sociedad/
4,2020/2021,3,2020-09-26,Real Betis,Real Madrid,2,3,2,4,3,5:3,5:2,https://www.mondefootball.fr/resume/primera-division-2020-2021-real-betis-real-madrid/
5,2020/2021,3,2020-09-27,CA Osasuna,Levante UD,1,3,2,13,10,3:4,6:6,https://www.mondefootball.fr/resume/primera-division-2020-2021-ca-osasuna-levante-ud/
6,2020/2021,3,2020-09-27,SD Eibar,Athletic Club,1,2,2,18,15,2:4,4:6,https://www.mondefootball.fr/resume/primera-division-2020-2021-sd-eibar-athletic-bilbao/
7,2020/2021,3,2020-09-27,Atlético Madrid,Granada CF,6,1,1,2,6,9:2,5:7,https://www.mondefootball.fr/resume/primera-division-2020-2021-atletico-madrid-granada-cf/
8,2020/2021,3,2020-09-27,Cádiz CF,Sevilla FC,1,3,2,14,5,3:5,5:3,https://www.mondefootball.fr/resume/primera-division-2020-2021-cadiz-cf-sevilla-fc/
9,2020/2021,3,2020-09-27,Real Valladolid,RC Celta,1,1,X,16,8,2:4,3:2,https://www.mondefootball.fr/resume/primera-division-2020-2021-real-valladolid-celta-vigo/
10,2020/2021,3,2020-09-27,FC Barcelona,Villarreal CF,4,0,1,1,12,10:2,3:6,https://www.mondefootball.fr/resume/primera-division-2020-2021-fc-barcelona-villarreal-cf/
