id,season,matchday,date,home_team,away_team,home_goals,away_goals,result,home_position,away_position,home_scored_and_conceded_goals,away_scored_and_conceded_goals,detail_link
1,2015/2016,25,2016-02-19,Levante UD,Getafe CF,3,0,1,19,14,24:45,26:39,https://www.mondefootball.fr/resume/primera-division-2015-2016-levante-ud-getafe-cf/
2,2015/2016,25,2016-02-20,UD Las Palmas,FC Barcelona,1,2,2,18,1,24:40,67:20,https://www.mondefootball.fr/resume/primera-division-2015-2016-ud-las-palmas-fc-barcelona/
3,2015/2016,25,2016-02-20,Espanyol Barcelona,Deportivo La Coruña,1,0,1,16,10,22:48,33:31,https://www.mondefootball.fr/resume/primera-division-2015-2016-espanyol-barcelona-deportivo-la-coruna/
4,2015/2016,25,2016-02-20,Real Betis,Sporting Gijón,1,1,X,13,17,19:34,28:42,https://www.mondefootball.fr/resume/primera-division-2015-2016-real-betis-sporting-gijon/
5,2015/2016,25,2016-02-20,RC Celta,SD Eibar,3,2,1,6,7,38:44,40:34,https://www.mondefootball.fr/resume/primera-division-2015-2016-celta-vigo-sd-eibar/
6,2015/2016,25,2016-02-21,Rayo Vallecano,Sevilla FC,2,2,X,15,5,34:51,36:26,https://www.mondefootball.fr/resume/primera-division-2015-2016-rayo-vallecano-sevilla-fc/
7,2015/2016,25,2016-02-21,Málaga CF,Real Madrid,1,1,X,11,3,22:22,71:24,https://www.mondefootball.fr/resume/primera-division-2015-2016-malaga-cf-real-madrid/
8,2015/2016,25,2016-02-21,Athletic Club,Real Sociedad,0,1,2,8,9,35:35,35:34,https://www.mondefootball.fr/resume/primera-division-2015-2016-athletic-bilbao-real-sociedad/
9,2015/2016,25,2016-02-21,Granada CF,Valencia CF,1,2,2,20,12,26:51,30:26,https://www.mondefootball.fr/resume/primera-division-2015-2016-granada-cf-valencia-cf/
10,2015/2016,25,2016-02-21,Atlético Madrid,Villarreal CF,0,0,X,2,4,35:11,30:18,https://www.mondefootball.fr/resume/primera-division-2015-2016-atletico-madrid-villarreal-cf/
