id,season,matchday,date,home_team,away_team,home_goals,away_goals,result,home_position,away_position,home_scored_and_conceded_goals,away_scored_and_conceded_goals,detail_link
1,2013/2014,35,2014-04-25,Elche CF,Levante UD,1,1,X,15,11,28:47,31:42,https://www.mondefootball.fr/resume/primera-division-2013-2014-elche-cf-levante-ud/
2,2013/2014,35,2014-04-26,Granada CF,Rayo Vallecano,0,3,2,14,10,30:53,45:71,https://www.mondefootball.fr/resume/primera-division-2013-2014-granada-cf-rayo-vallecano/
3,2013/2014,35,2014-04-26,Getafe CF,Málaga CF,1,0,1,17,12,30:51,37:44,https://www.mondefootball.fr/resume/primera-division-2013-2014-getafe-cf-malaga-cf/
4,2013/2014,35,2014-04-26,Real Madrid,CA Osasuna,4,0,1,3,16,99:33,29:58,https://www.mondefootball.fr/resume/primera-division-2013-2014-real-madrid-ca-osasuna/
5,2013/2014,35,2014-04-26,Real Betis,Real Sociedad,0,1,2,20,6,29:70,59:51,https://www.mondefootball.fr/resume/primera-division-2013-2014-real-betis-real-sociedad/
6,2013/2014,35,2014-04-27,Espanyol Barcelona,UD Almería,1,2,2,13,19,39:46,38:69,https://www.mondefootball.fr/resume/primera-division-2013-2014-espanyol-barcelona-ud-almeria/
7,2013/2014,35,2014-04-27,Valencia CF,Atlético Madrid,0,1,2,8,1,47:48,75:22,https://www.mondefootball.fr/resume/primera-division-2013-2014-valencia-cf-atletico-madrid/
8,2013/2014,35,2014-04-27,Athletic Club,Sevilla FC,3,1,1,4,5,62:38,66:50,https://www.mondefootball.fr/resume/primera-division-2013-2014-athletic-bilbao-sevilla-fc/
9,2013/2014,35,2014-04-27,Villarreal CF,FC Barcelona,2,3,2,7,2,54:43,97:30,https://www.mondefootball.fr/resume/primera-division-2013-2014-villarreal-cf-fc-barcelona/
10,2013/2014,35,2014-04-28,RC Celta,Real Valladolid,4,1,1,9,18,44:52,34:55,https://www.mondefootball.fr/resume/primera-division-2013-2014-celta-vigo-real-valladolid/
