id,season,matchday,date,home_team,away_team,home_goals,away_goals,result,home_position,away_position,home_scored_and_conceded_goals,away_scored_and_conceded_goals,detail_link
1,2019/2020,25,2020-02-21,Real Betis,RCD Mallorca,3,3,X,13,18,35:40,26:42,https://www.mondefootball.fr/resume/primera-division-2019-2020-real-betis-rcd-mallorca/
2,2019/2020,25,2020-02-22,RC Celta,CD Leganés,1,0,1,16,19,22:34,18:37,https://www.mondefootball.fr/resume/primera-division-2019-2020-celta-vigo-cd-leganes/
3,2019/2020,25,2020-02-22,FC Barcelona,SD Eibar,5,0,1,1,17,62:29,23:39,https://www.mondefootball.fr/resume/primera-division-2019-2020-fc-barcelona-sd-eibar/
4,2019/2020,25,2020-02-22,Real Sociedad,Valencia CF,3,0,1,3,8,44:32,35:37,https://www.mondefootball.fr/resume/primera-division-2019-2020-real-sociedad-valencia-cf/
5,2019/2020,25,2020-02-22,Levante UD,Real Madrid,1,0,1,10,2,31:36,46:17,https://www.mondefootball.fr/resume/primera-division-2019-2020-levante-ud-real-madrid/
6,2019/2020,25,2020-02-23,CA Osasuna,Granada CF,0,3,2,12,9,31:35,32:31,https://www.mondefootball.fr/resume/primera-division-2019-2020-ca-osasuna-granada-cf/
7,2019/2020,25,2020-02-23,CD Alavés,Athletic Club,2,1,1,14,11,27:35,24:22,https://www.mondefootball.fr/resume/primera-division-2019-2020-cd-alaves-athletic-bilbao/
8,2019/2020,25,2020-02-23,Real Valladolid,Espanyol Barcelona,2,1,1,15,20,22:28,22:44,https://www.mondefootball.fr/resume/primera-division-2019-2020-real-valladolid-espanyol-barcelona/
9,2019/2020,25,2020-02-23,Getafe CF,Sevilla FC,0,3,2,6,5,36:25,34:25,https://www.mondefootball.fr/resume/primera-division-2019-2020-getafe-cf-sevilla-fc/
10,2019/2020,25,2020-02-23,Atlético Madrid,Villarreal CF,3,1,1,4,7,28:18,43:35,https://www.mondefootball.fr/resume/primera-division-2019-2020-atletico-madrid-villarreal-cf/
