id,season,matchday,date,home_team,away_team,home_goals,away_goals,result,home_position,away_position,home_scored_and_conceded_goals,away_scored_and_conceded_goals,detail_link
1,2017/2018,12,2017-11-17,Girona FC,Real Sociedad,1,1,X,11,7,14:17,25:22,https://www.mondefootball.fr/resume/primera-division-2017-2018-girona-fc-real-sociedad/
2,2017/2018,12,2017-11-18,Getafe CF,CD Alavés,4,1,1,10,19,19:14,6:20,https://www.mondefootball.fr/resume/primera-division-2017-2018-getafe-cf-cd-alaves/
3,2017/2018,12,2017-11-18,CD Leganés,FC Barcelona,0,3,2,8,1,9:11,33:4,https://www.mondefootball.fr/resume/primera-division-2017-2018-cd-leganes-fc-barcelona/
4,2017/2018,12,2017-11-18,Sevilla FC,RC Celta,2,1,1,5,13,14:12,23:19,https://www.mondefootball.fr/resume/primera-division-2017-2018-sevilla-fc-celta-vigo/
5,2017/2018,12,2017-11-18,Atlético Madrid,Real Madrid,0,0,X,4,3,16:6,22:9,https://www.mondefootball.fr/resume/primera-division-2017-2018-atletico-madrid-real-madrid/
6,2017/2018,12,2017-11-19,Málaga CF,Deportivo La Coruña,3,2,1,18,16,9:25,15:23,https://www.mondefootball.fr/resume/primera-division-2017-2018-malaga-cf-deportivo-la-coruna/
7,2017/2018,12,2017-11-19,Espanyol Barcelona,Valencia CF,0,2,2,14,2,9:15,32:11,https://www.mondefootball.fr/resume/primera-division-2017-2018-espanyol-barcelona-valencia-cf/
8,2017/2018,12,2017-11-19,UD Las Palmas,Levante UD,0,2,2,20,12,8:30,14:15,https://www.mondefootball.fr/resume/primera-division-2017-2018-ud-las-palmas-levante-ud/
9,2017/2018,12,2017-11-19,Athletic Club,Villarreal CF,1,1,X,15,6,12:16,19:12,https://www.mondefootball.fr/resume/primera-division-2017-2018-athletic-bilbao-villarreal-cf/
10,2017/2018,12,2017-11-20,SD Eibar,Real Betis,5,0,1,17,9,11:25,21:25,https://www.mondefootball.fr/resume/primera-division-2017-2018-sd-eibar-real-betis/
