id,season,matchday,date,home_team,away_team,home_goals,away_goals,result,home_position,away_position,home_scored_and_conceded_goals,away_scored_and_conceded_goals,detail_link
1,2017/2018,25,2018-02-23,Deportivo La Coruña,Espanyol Barcelona,0,0,X,19,16,24:53,22:32,https://www.mondefootball.fr/resume/primera-division-2017-2018-deportivo-la-coruna-espanyol-barcelona/
2,2017/2018,25,2018-02-24,RC Celta,SD Eibar,2,0,1,9,8,43:37,32:38,https://www.mondefootball.fr/resume/primera-division-2017-2018-celta-vigo-sd-eibar/
3,2017/2018,25,2018-02-24,Real Madrid,CD Alavés,4,0,1,3,15,62:27,22:37,https://www.mondefootball.fr/resume/primera-division-2017-2018-real-madrid-cd-alaves/
4,2017/2018,25,2018-02-24,CD Leganés,UD Las Palmas,0,0,X,13,18,21:28,18:52,https://www.mondefootball.fr/resume/primera-division-2017-2018-cd-leganes-ud-las-palmas/
5,2017/2018,25,2018-02-24,FC Barcelona,Girona FC,6,1,1,1,10,68:12,35:36,https://www.mondefootball.fr/resume/primera-division-2017-2018-fc-barcelona-girona-fc/
6,2017/2018,25,2018-02-25,Villarreal CF,Getafe CF,1,0,1,5,11,36:29,29:22,https://www.mondefootball.fr/resume/primera-division-2017-2018-villarreal-cf-getafe-cf/
7,2017/2018,25,2018-02-25,Athletic Club,Málaga CF,2,1,1,12,20,26:28,16:40,https://www.mondefootball.fr/resume/primera-division-2017-2018-athletic-bilbao-malaga-cf/
8,2017/2018,25,2018-02-25,Valencia CF,Real Sociedad,2,1,1,4,14,49:29,47:47,https://www.mondefootball.fr/resume/primera-division-2017-2018-valencia-cf-real-sociedad/
9,2017/2018,25,2018-02-25,Sevilla FC,Atlético Madrid,2,5,2,6,2,33:40,41:11,https://www.mondefootball.fr/resume/primera-division-2017-2018-sevilla-fc-atletico-madrid/
10,2017/2018,25,2018-02-26,Levante UD,Real Betis,0,2,2,17,7,21:40,43:50,https://www.mondefootball.fr/resume/primera-division-2017-2018-levante-ud-real-betis/
