id,season,matchday,date,home_team,away_team,home_goals,away_goals,result,home_position,away_position,home_scored_and_conceded_goals,away_scored_and_conceded_goals,detail_link
1,2012/2013,33,2013-04-26,Rayo Vallecano,CA Osasuna,2,2,X,8,15,43:54,28:38,https://www.mondefootball.fr/resume/primera-division-2012-2013-rayo-vallecano-ca-osasuna/
2,2012/2013,33,2013-04-27,Levante UD,RC Celta,0,1,2,13,18,35:52,32:47,https://www.mondefootball.fr/resume/primera-division-2012-2013-levante-ud-celta-vigo/
3,2012/2013,33,2013-04-27,Athletic Club,FC Barcelona,2,2,X,14,1,37:59,101:35,https://www.mondefootball.fr/resume/primera-division-2012-2013-athletic-bilbao-fc-barcelona/
4,2012/2013,33,2013-04-27,Atlético Madrid,Real Madrid,1,2,2,3,2,58:27,85:31,https://www.mondefootball.fr/resume/primera-division-2012-2013-atletico-madrid-real-madrid/
5,2012/2013,33,2013-04-27,Real Zaragoza,RCD Mallorca,3,2,1,19,20,32:53,36:67,https://www.mondefootball.fr/resume/primera-division-2012-2013-real-zaragoza-rcd-mallorca/
6,2012/2013,33,2013-04-28,Espanyol Barcelona,Granada CF,0,1,2,11,16,42:43,29:51,https://www.mondefootball.fr/resume/primera-division-2012-2013-espanyol-barcelona-granada-cf/
7,2012/2013,33,2013-04-28,Málaga CF,Getafe CF,2,1,1,5,9,47:38,40:50,https://www.mondefootball.fr/resume/primera-division-2012-2013-malaga-cf-getafe-cf/
8,2012/2013,33,2013-04-28,Real Valladolid,Sevilla FC,1,1,X,12,10,42:46,49:47,https://www.mondefootball.fr/resume/primera-division-2012-2013-real-valladolid-sevilla-fc/
9,2012/2013,33,2013-04-28,Real Sociedad,Valencia CF,4,2,1,4,6,61:41,54:50,https://www.mondefootball.fr/resume/primera-division-2012-2013-real-sociedad-valencia-cf/
10,2012/2013,33,2013-04-29,Real Betis,Deportivo La Coruña,1,1,X,7,17,49:50,44:65,https://www.mondefootball.fr/resume/primera-division-2012-2013-real-betis-deportivo-la-coruna/
