id,season,matchday,date,home_team,away_team,home_goals,away_goals,result,home_position,away_position,home_scored_and_conceded_goals,away_scored_and_conceded_goals,detail_link
1,2013/2014,1,2013-08-17,Real Sociedad,Getafe CF,2,0,1,7,18,2:0,0:2,https://www.mondefootball.fr/resume/primera-division-2013-2014-real-sociedad-getafe-cf/
2,2013/2014,1,2013-08-17,Real Valladolid,Athletic Club,1,2,2,19,3,1:2,2:1,https://www.mondefootball.fr/resume/primera-division-2013-2014-real-valladolid-athletic-bilbao/
3,2013/2014,1,2013-08-17,Valencia CF,Málaga CF,1,0,1,8,14,1:0,0:1,https://www.mondefootball.fr/resume/primera-division-2013-2014-valencia-cf-malaga-cf/
4,2013/2014,1,2013-08-18,FC Barcelona,Levante UD,7,0,1,1,16,7:0,0:7,https://www.mondefootball.fr/resume/primera-division-2013-2014-fc-barcelona-levante-ud/
5,2013/2014,1,2013-08-18,Real Madrid,Real Betis,2,1,1,6,13,2:1,1:2,https://www.mondefootball.fr/resume/primera-division-2013-2014-real-madrid-real-betis/
6,2013/2014,1,2013-08-18,CA Osasuna,Granada CF,1,2,2,12,4,1:2,2:1,https://www.mondefootball.fr/resume/primera-division-2013-2014-ca-osasuna-granada-cf/
7,2013/2014,1,2013-08-18,Sevilla FC,Atlético Madrid,1,3,2,17,5,1:3,3:1,https://www.mondefootball.fr/resume/primera-division-2013-2014-sevilla-fc-atletico-madrid/
8,2013/2014,1,2013-08-19,Rayo Vallecano,Elche CF,3,0,1,9,15,3:0,0:3,https://www.mondefootball.fr/resume/primera-division-2013-2014-rayo-vallecano-elche-cf/
9,2013/2014,1,2013-08-19,RC Celta,Espanyol Barcelona,2,2,X,10,11,2:2,2:2,https://www.mondefootball.fr/resume/primera-division-2013-2014-celta-vigo-espanyol-barcelona/
10,2013/2014,1,2013-08-19,UD Almería,Villarreal CF,2,3,2,20,2,2:3,3:2,https://www.mondefootball.fr/resume/primera-division-2013-2014-ud-almeria-villarreal-cf/
