id,season,matchday,date,home_team,away_team,home_goals,away_goals,result,home_position,away_position,home_scored_and_conceded_goals,away_scored_and_conceded_goals,detail_link
1,2015/2016,30,2016-03-18,Getafe CF,SD Eibar,1,1,X,17,9,28:52,42:42,https://www.mondefootball.fr/resume/primera-division-2015-2016-getafe-cf-sd-eibar/
2,2015/2016,30,2016-03-19,Sporting Gijón,Atlético Madrid,2,1,1,19,2,32:52,46:14,https://www.mondefootball.fr/resume/primera-division-2015-2016-sporting-gijon-atletico-madrid/
3,2015/2016,30,2016-03-19,Real Sociedad,UD Las Palmas,0,1,2,11,15,37:41,32:42,https://www.mondefootball.fr/resume/primera-division-2015-2016-real-sociedad-ud-las-palmas/
4,2015/2016,30,2016-03-19,Granada CF,Rayo Vallecano,2,2,X,18,16,32:56,41:63,https://www.mondefootball.fr/resume/primera-division-2015-2016-granada-cf-rayo-vallecano/
5,2015/2016,30,2016-03-19,Deportivo La Coruña,Levante UD,2,1,1,10,20,39:43,28:54,https://www.mondefootball.fr/resume/primera-division-2015-2016-deportivo-la-coruna-levante-ud/
6,2015/2016,30,2016-03-19,Real Betis,Málaga CF,0,1,2,13,8,27:40,29:28,https://www.mondefootball.fr/resume/primera-division-2015-2016-real-betis-malaga-cf/
7,2015/2016,30,2016-03-20,Espanyol Barcelona,Athletic Club,2,1,1,12,7,31:56,48:39,https://www.mondefootball.fr/resume/primera-division-2015-2016-espanyol-barcelona-athletic-bilbao/
8,2015/2016,30,2016-03-20,Villarreal CF,FC Barcelona,2,2,X,4,1,37:25,86:24,https://www.mondefootball.fr/resume/primera-division-2015-2016-villarreal-cf-fc-barcelona/
9,2015/2016,30,2016-03-20,Valencia CF,RC Celta,0,2,2,14,6,33:36,43:51,https://www.mondefootball.fr/resume/primera-division-2015-2016-valencia-cf-celta-vigo/
10,2015/2016,30,2016-03-20,Real Madrid,Sevilla FC,4,0,1,3,5,87:28,43:35,https://www.mondefootball.fr/resume/primera-division-2015-2016-real-madrid-sevilla-fc/
