id,season,matchday,date,home_team,away_team,home_goals,away_goals,result,home_position,away_position,home_scored_and_conceded_goals,away_scored_and_conceded_goals,detail_link
1,2018/2019,28,2019-03-15,Real Sociedad,Levante UD,1,1,X,10,15,33:33,38:49,https://www.mondefootball.fr/resume/primera-division-2018-2019-real-sociedad-levante-ud/
2,2018/2019,28,2019-03-16,SD Huesca,CD Alavés,1,3,2,20,5,28:47,31:31,https://www.mondefootball.fr/resume/primera-division-2018-2019-sd-huesca-cd-alaves/
3,2018/2019,28,2019-03-16,Real Madrid,RC Celta,2,0,1,3,18,49:32,36:47,https://www.mondefootball.fr/resume/primera-division-2018-2019-real-madrid-celta-vigo/
4,2018/2019,28,2019-03-16,Athletic Club,Atlético Madrid,2,0,1,9,2,28:31,39:19,https://www.mondefootball.fr/resume/primera-division-2018-2019-athletic-bilbao-atletico-madrid/
5,2018/2019,28,2019-03-16,CD Leganés,Girona FC,0,2,2,14,12,27:34,31:37,https://www.mondefootball.fr/resume/primera-division-2018-2019-cd-leganes-girona-fc/
6,2018/2019,28,2019-03-17,SD Eibar,Real Valladolid,1,2,2,11,17,36:38,23:39,https://www.mondefootball.fr/resume/primera-division-2018-2019-sd-eibar-real-valladolid/
7,2018/2019,28,2019-03-17,Espanyol Barcelona,Sevilla FC,0,1,2,13,6,32:41,47:36,https://www.mondefootball.fr/resume/primera-division-2018-2019-espanyol-barcelona-sevilla-fc/
8,2018/2019,28,2019-03-17,Valencia CF,Getafe CF,0,0,X,7,4,30:23,36:24,https://www.mondefootball.fr/resume/primera-division-2018-2019-valencia-cf-getafe-cf/
9,2018/2019,28,2019-03-17,Villarreal CF,Rayo Vallecano,3,1,1,16,19,32:36,30:51,https://www.mondefootball.fr/resume/primera-division-2018-2019-villarreal-cf-rayo-vallecano/
10,2018/2019,28,2019-03-17,Real Betis,FC Barcelona,1,4,2,8,1,32:36,73:27,https://www.mondefootball.fr/resume/primera-division-2018-2019-real-betis-fc-barcelona/
