id,season,matchday,date,home_team,away_team,home_goals,away_goals,result,home_position,away_position,home_scored_and_conceded_goals,away_scored_and_conceded_goals,detail_link
1,2017/2018,3,2017-09-08,CD Leganés,Getafe CF,1,2,2,5,10,3:2,2:2,https://www.mondefootball.fr/resume/primera-division-2017-2018-cd-leganes-getafe-cf/
2,2017/2018,3,2017-09-09,Real Madrid,Levante UD,1,1,X,7,8,6:3,4:3,https://www.mondefootball.fr/resume/primera-division-2017-2018-real-madrid-levante-ud/
3,2017/2018,3,2017-09-09,Valencia CF,Atlético Madrid,0,0,X,9,6,3:2,7:3,https://www.mondefootball.fr/resume/primera-division-2017-2018-valencia-cf-atletico-madrid/
4,2017/2018,3,2017-09-09,Sevilla FC,SD Eibar,3,0,1,3,15,5:1,1:4,https://www.mondefootball.fr/resume/primera-division-2017-2018-sevilla-fc-sd-eibar/
5,2017/2018,3,2017-09-09,FC Barcelona,Espanyol Barcelona,5,0,1,1,18,9:0,1:7,https://www.mondefootball.fr/resume/primera-division-2017-2018-fc-barcelona-espanyol-barcelona/
6,2017/2018,3,2017-09-10,Deportivo La Coruña,Real Sociedad,2,4,2,17,2,4:9,10:4,https://www.mondefootball.fr/resume/primera-division-2017-2018-deportivo-la-coruna-real-sociedad/
7,2017/2018,3,2017-09-10,Athletic Club,Girona FC,2,0,1,4,11,3:0,3:4,https://www.mondefootball.fr/resume/primera-division-2017-2018-athletic-bilbao-girona-fc/
8,2017/2018,3,2017-09-10,RC Celta,CD Alavés,1,0,1,16,20,4:5,0:4,https://www.mondefootball.fr/resume/primera-division-2017-2018-celta-vigo-cd-alaves/
9,2017/2018,3,2017-09-10,Villarreal CF,Real Betis,3,1,1,12,14,3:5,3:6,https://www.mondefootball.fr/resume/primera-division-2017-2018-villarreal-cf-real-betis/
10,2017/2018,3,2017-09-11,Málaga CF,UD Las Palmas,1,3,2,19,13,1:5,4:7,https://www.mondefootball.fr/resume/primera-division-2017-2018-malaga-cf-ud-las-palmas/
