id,season,matchday,date,home_team,away_team,home_goals,away_goals,result,home_position,away_position,home_scored_and_conceded_goals,away_scored_and_conceded_goals,detail_link
1,2012/2013,5,2012-09-22,Real Zaragoza,CA Osasuna,3,1,1,12,20,5:6,3:10,https://www.mondefootball.fr/resume/primera-division-2012-2013-real-zaragoza-ca-osasuna/
2,2012/2013,5,2012-09-22,RC Celta,Getafe CF,2,1,1,11,17,6:6,6:10,https://www.mondefootball.fr/resume/primera-division-2012-2013-celta-vigo-getafe-cf/
3,2012/2013,5,2012-09-22,Real Betis,Espanyol Barcelona,1,0,1,6,19,10:9,7:11,https://www.mondefootball.fr/resume/primera-division-2012-2013-real-betis-espanyol-barcelona/
4,2012/2013,5,2012-09-22,FC Barcelona,Granada CF,2,0,1,1,18,14:3,2:8,https://www.mondefootball.fr/resume/primera-division-2012-2013-fc-barcelona-granada-cf/
5,2012/2013,5,2012-09-23,RCD Mallorca,Valencia CF,2,0,1,3,15,7:3,6:8,https://www.mondefootball.fr/resume/primera-division-2012-2013-rcd-mallorca-valencia-cf/
6,2012/2013,5,2012-09-23,Levante UD,Real Sociedad,2,1,1,9,14,7:9,6:9,https://www.mondefootball.fr/resume/primera-division-2012-2013-levante-ud-real-sociedad/
7,2012/2013,5,2012-09-23,Atlético Madrid,Real Valladolid,2,1,1,2,13,15:7,4:5,https://www.mondefootball.fr/resume/primera-division-2012-2013-atletico-madrid-real-valladolid/
8,2012/2013,5,2012-09-23,Athletic Club,Málaga CF,0,0,X,16,4,8:12,6:2,https://www.mondefootball.fr/resume/primera-division-2012-2013-athletic-bilbao-malaga-cf/
9,2012/2013,5,2012-09-24,Rayo Vallecano,Real Madrid,0,2,2,8,7,6:7,7:4,https://www.mondefootball.fr/resume/primera-division-2012-2013-rayo-vallecano-real-madrid/
10,2012/2013,5,2012-09-24,Deportivo La Coruña,Sevilla FC,0,2,2,10,5,7:7,6:2,https://www.mondefootball.fr/resume/primera-division-2012-2013-deportivo-la-coruna-sevilla-fc/
