id,season,matchday,date,home_team,away_team,home_goals,away_goals,result,home_position,away_position,home_scored_and_conceded_goals,away_scored_and_conceded_goals,detail_link
1,2012/2013,15,2012-12-07,Espanyol Barcelona,Sevilla FC,2,2,X,19,11,15:24,21:22,https://www.mondefootball.fr/resume/primera-division-2012-2013-espanyol-barcelona-sevilla-fc/
2,2012/2013,15,2012-12-08,Real Sociedad,Getafe CF,1,1,X,9,7,22:19,18:20,https://www.mondefootball.fr/resume/primera-division-2012-2013-real-sociedad-getafe-cf/
3,2012/2013,15,2012-12-08,Málaga CF,Granada CF,4,0,1,4,18,23:10,11:24,https://www.mondefootball.fr/resume/primera-division-2012-2013-malaga-cf-granada-cf/
4,2012/2013,15,2012-12-08,Real Valladolid,Real Madrid,2,3,2,8,3,22:18,37:12,https://www.mondefootball.fr/resume/primera-division-2012-2013-real-valladolid-real-madrid/
5,2012/2013,15,2012-12-08,CA Osasuna,Valencia CF,0,1,2,16,10,12:16,19:23,https://www.mondefootball.fr/resume/primera-division-2012-2013-ca-osasuna-valencia-cf/
6,2012/2013,15,2012-12-09,Levante UD,RCD Mallorca,4,0,1,6,17,20:21,14:27,https://www.mondefootball.fr/resume/primera-division-2012-2013-levante-ud-rcd-mallorca/
7,2012/2013,15,2012-12-09,Athletic Club,RC Celta,1,0,1,14,15,20:32,16:20,https://www.mondefootball.fr/resume/primera-division-2012-2013-athletic-bilbao-celta-vigo/
8,2012/2013,15,2012-12-09,Atlético Madrid,Deportivo La Coruña,6,0,1,2,20,35:13,21:37,https://www.mondefootball.fr/resume/primera-division-2012-2013-atletico-madrid-deportivo-la-coruna/
9,2012/2013,15,2012-12-09,Real Betis,FC Barcelona,1,2,2,5,1,24:26,50:17,https://www.mondefootball.fr/resume/primera-division-2012-2013-real-betis-fc-barcelona/
10,2012/2013,15,2012-12-10,Rayo Vallecano,Real Zaragoza,0,2,2,13,12,18:32,18:23,https://www.mondefootball.fr/resume/primera-division-2012-2013-rayo-vallecano-real-zaragoza/
