id,season,matchday,date,home_team,away_team,home_goals,away_goals,result,home_position,away_position,home_scored_and_conceded_goals,away_scored_and_conceded_goals,detail_link
1,2017/2018,7,2017-09-29,RC Celta,Girona FC,3,3,X,14,16,13:11,6:11,https://www.mondefootball.fr/resume/primera-division-2017-2018-celta-vigo-girona-fc/
2,2017/2018,7,2017-09-30,Deportivo La Coruña,Getafe CF,2,1,1,15,11,9:16,9:7,https://www.mondefootball.fr/resume/primera-division-2017-2018-deportivo-la-coruna-getafe-cf/
3,2017/2018,7,2017-09-30,Sevilla FC,Málaga CF,2,0,1,2,20,9:3,4:16,https://www.mondefootball.fr/resume/primera-division-2017-2018-sevilla-fc-malaga-cf/
4,2017/2018,7,2017-09-30,Levante UD,CD Alavés,0,2,2,10,19,8:10,3:10,https://www.mondefootball.fr/resume/primera-division-2017-2018-levante-ud-cd-alaves/
5,2017/2018,7,2017-09-30,CD Leganés,Atlético Madrid,0,0,X,7,4,5:3,12:4,https://www.mondefootball.fr/resume/primera-division-2017-2018-cd-leganes-atletico-madrid/
6,2017/2018,7,2017-10-01,Real Sociedad,Real Betis,4,4,X,9,6,17:17,14:11,https://www.mondefootball.fr/resume/primera-division-2017-2018-real-sociedad-real-betis/
7,2017/2018,7,2017-10-01,FC Barcelona,UD Las Palmas,3,0,1,1,17,23:2,5:13,https://www.mondefootball.fr/resume/primera-division-2017-2018-fc-barcelona-ud-las-palmas/
8,2017/2018,7,2017-10-01,Valencia CF,Athletic Club,3,2,1,3,12,15:7,9:9,https://www.mondefootball.fr/resume/primera-division-2017-2018-valencia-cf-athletic-bilbao/
9,2017/2018,7,2017-10-01,Villarreal CF,SD Eibar,3,0,1,8,18,9:9,3:17,https://www.mondefootball.fr/resume/primera-division-2017-2018-villarreal-cf-sd-eibar/
10,2017/2018,7,2017-10-01,Real Madrid,Espanyol Barcelona,2,0,1,5,13,13:6,7:11,https://www.mondefootball.fr/resume/primera-division-2017-2018-real-madrid-espanyol-barcelona/
