id,season,matchday,date,home_team,away_team,home_goals,away_goals,result,home_position,away_position,home_scored_and_conceded_goals,away_scored_and_conceded_goals,detail_link
1,2018/2019,8,2018-10-05,Athletic Club,Real Sociedad,1,3,2,16,9,10:14,12:11,https://www.mondefootball.fr/resume/primera-division-2018-2019-athletic-bilbao-real-sociedad/
2,2018/2019,8,2018-10-06,Girona FC,SD Eibar,2,3,2,13,10,10:13,9:12,https://www.mondefootball.fr/resume/primera-division-2018-2019-girona-fc-sd-eibar/
3,2018/2019,8,2018-10-06,Getafe CF,Levante UD,0,1,2,15,11,6:7,12:14,https://www.mondefootball.fr/resume/primera-division-2018-2019-getafe-cf-levante-ud/
4,2018/2019,8,2018-10-06,CD Alavés,Real Madrid,1,0,1,6,4,11:8,12:7,https://www.mondefootball.fr/resume/primera-division-2018-2019-cd-alaves-real-madrid/
5,2018/2019,8,2018-10-06,CD Leganés,Rayo Vallecano,1,0,1,18,19,7:12,8:16,https://www.mondefootball.fr/resume/primera-division-2018-2019-cd-leganes-rayo-vallecano/
6,2018/2019,8,2018-10-07,Real Valladolid,SD Huesca,1,0,1,8,20,7:6,7:18,https://www.mondefootball.fr/resume/primera-division-2018-2019-real-valladolid-sd-huesca/
7,2018/2019,8,2018-10-07,Atlético Madrid,Real Betis,1,0,1,3,7,9:4,5:6,https://www.mondefootball.fr/resume/primera-division-2018-2019-atletico-madrid-real-betis/
8,2018/2019,8,2018-10-07,Espanyol Barcelona,Villarreal CF,3,1,1,5,17,11:7,6:7,https://www.mondefootball.fr/resume/primera-division-2018-2019-espanyol-barcelona-villarreal-cf/
9,2018/2019,8,2018-10-07,Sevilla FC,RC Celta,2,1,1,1,12,18:8,13:12,https://www.mondefootball.fr/resume/primera-division-2018-2019-sevilla-fc-celta-vigo/
10,2018/2019,8,2018-10-07,Valencia CF,FC Barcelona,1,1,X,14,2,6:7,19:9,https://www.mondefootball.fr/resume/primera-division-2018-2019-valencia-cf-fc-barcelona/
