id,season,matchday,date,home_team,away_team,home_goals,away_goals,result,home_position,away_position,home_scored_and_conceded_goals,away_scored_and_conceded_goals,detail_link
1,2013/2014,13,2013-11-08,CA Osasuna,UD Almería,0,1,2,19,18,10:22,15:24,https://www.mondefootball.fr/resume/primera-division-2013-2014-ca-osasuna-ud-almeria/
2,2013/2014,13,2013-11-08,Granada CF,Málaga CF,3,1,1,7,14,11:13,15:19,https://www.mondefootball.fr/resume/primera-division-2013-2014-granada-cf-malaga-cf/
3,2013/2014,13,2013-11-09,Real Madrid,Real Sociedad,5,1,1,3,9,35:17,19:17,https://www.mondefootball.fr/resume/primera-division-2013-2014-real-madrid-real-sociedad/
4,2013/2014,13,2013-11-09,Getafe CF,Elche CF,1,1,X,6,13,17:14,13:17,https://www.mondefootball.fr/resume/primera-division-2013-2014-getafe-cf-elche-cf/
5,2013/2014,13,2013-11-09,Athletic Club,Levante UD,2,1,1,5,8,20:18,13:17,https://www.mondefootball.fr/resume/primera-division-2013-2014-athletic-bilbao-levante-ud/
6,2013/2014,13,2013-11-09,RC Celta,Rayo Vallecano,0,2,2,15,16,14:18,12:30,https://www.mondefootball.fr/resume/primera-division-2013-2014-celta-vigo-rayo-vallecano/
7,2013/2014,13,2013-11-10,Espanyol Barcelona,Sevilla FC,1,3,2,12,11,13:18,23:26,https://www.mondefootball.fr/resume/primera-division-2013-2014-espanyol-barcelona-sevilla-fc/
8,2013/2014,13,2013-11-10,Valencia CF,Real Valladolid,2,2,X,10,17,17:21,16:20,https://www.mondefootball.fr/resume/primera-division-2013-2014-valencia-cf-real-valladolid/
9,2013/2014,13,2013-11-10,Villarreal CF,Atlético Madrid,1,1,X,4,2,21:13,31:9,https://www.mondefootball.fr/resume/primera-division-2013-2014-villarreal-cf-atletico-madrid/
10,2013/2014,13,2013-11-10,Real Betis,FC Barcelona,1,4,2,20,1,12:24,38:8,https://www.mondefootball.fr/resume/primera-division-2013-2014-real-betis-fc-barcelona/
