id,season,matchday,date,home_team,away_team,home_goals,away_goals,result,home_position,away_position,home_scored_and_conceded_goals,away_scored_and_conceded_goals,detail_link
1,2015/2016,13,2015-11-27,Levante UD,Real Betis,0,1,2,19,11,10:24,12:17,https://www.mondefootball.fr/resume/primera-division-2015-2016-levante-ud-real-betis/
2,2015/2016,13,2015-11-28,FC Barcelona,Real Sociedad,4,0,1,1,15,33:12,14:18,https://www.mondefootball.fr/resume/primera-division-2015-2016-fc-barcelona-real-sociedad/
3,2015/2016,13,2015-11-28,Atlético Madrid,Espanyol Barcelona,1,0,1,2,12,18:6,14:24,https://www.mondefootball.fr/resume/primera-division-2015-2016-atletico-madrid-espanyol-barcelona/
4,2015/2016,13,2015-11-28,Málaga CF,Granada CF,2,2,X,18,17,7:13,15:22,https://www.mondefootball.fr/resume/primera-division-2015-2016-malaga-cf-granada-cf/
5,2015/2016,13,2015-11-28,UD Las Palmas,Deportivo La Coruña,0,2,2,20,5,10:19,20:13,https://www.mondefootball.fr/resume/primera-division-2015-2016-ud-las-palmas-deportivo-la-coruna/
6,2015/2016,13,2015-11-28,RC Celta,Sporting Gijón,2,1,1,4,16,24:21,12:20,https://www.mondefootball.fr/resume/primera-division-2015-2016-celta-vigo-sporting-gijon/
7,2015/2016,13,2015-11-29,Getafe CF,Villarreal CF,2,0,1,13,6,14:19,16:14,https://www.mondefootball.fr/resume/primera-division-2015-2016-getafe-cf-villarreal-cf/
8,2015/2016,13,2015-11-29,SD Eibar,Real Madrid,0,2,2,8,3,17:14,28:11,https://www.mondefootball.fr/resume/primera-division-2015-2016-sd-eibar-real-madrid/
9,2015/2016,13,2015-11-29,Rayo Vallecano,Athletic Club,0,3,2,14,7,14:23,21:16,https://www.mondefootball.fr/resume/primera-division-2015-2016-rayo-vallecano-athletic-bilbao/
10,2015/2016,13,2015-11-29,Sevilla FC,Valencia CF,1,0,1,10,9,18:18,17:10,https://www.mondefootball.fr/resume/primera-division-2015-2016-sevilla-fc-valencia-cf/
