id,season,matchday,date,home_team,away_team,home_goals,away_goals,result,home_position,away_position,home_scored_and_conceded_goals,away_scored_and_conceded_goals,detail_link
1,2014/2015,16,2014-12-19,RC Celta,UD Almería,0,1,2,8,16,17:18,13:24,https://www.mondefootball.fr/resume/primera-division-2014-2015-celta-vigo-ud-almeria/
2,2014/2015,16,2014-12-20,FC Barcelona,Córdoba CF,5,0,1,2,19,41:7,11:27,https://www.mondefootball.fr/resume/primera-division-2014-2015-fc-barcelona-cordoba-cf/
3,2014/2015,16,2014-12-20,Levante UD,Real Sociedad,1,1,X,15,14,12:30,17:22,https://www.mondefootball.fr/resume/primera-division-2014-2015-levante-ud-real-sociedad/
4,2014/2015,16,2014-12-20,SD Eibar,Valencia CF,0,1,2,10,4,19:22,29:13,https://www.mondefootball.fr/resume/primera-division-2014-2015-sd-eibar-valencia-cf/
5,2014/2015,16,2014-12-20,Rayo Vallecano,Espanyol Barcelona,1,3,2,12,9,17:31,20:24,https://www.mondefootball.fr/resume/primera-division-2014-2015-rayo-vallecano-espanyol-barcelona/
6,2014/2015,16,2014-12-21,Villarreal CF,Deportivo La Coruña,3,0,1,5,17,27:14,13:27,https://www.mondefootball.fr/resume/primera-division-2014-2015-villarreal-cf-deportivo-la-coruna/
7,2014/2015,16,2014-12-21,Granada CF,Getafe CF,1,1,X,18,13,10:26,12:20,https://www.mondefootball.fr/resume/primera-division-2014-2015-granada-cf-getafe-cf/
8,2014/2015,16,2014-12-21,Elche CF,Málaga CF,1,2,2,20,7,13:32,20:15,https://www.mondefootball.fr/resume/primera-division-2014-2015-elche-cf-malaga-cf/
9,2014/2015,16,2014-12-21,Athletic Club,Atlético Madrid,1,4,2,11,3,14:20,31:14,https://www.mondefootball.fr/resume/primera-division-2014-2015-athletic-bilbao-atletico-madrid/
10,2014/2015,16,2015-02-04,Real Madrid,Sevilla FC,2,1,1,1,6,57:14,26:19,https://www.mondefootball.fr/resume/primera-division-2014-2015-real-madrid-sevilla-fc/
