id,season,matchday,date,home_team,away_team,home_goals,away_goals,result,home_position,away_position,home_scored_and_conceded_goals,away_scored_and_conceded_goals,detail_link
1,2015/2016,7,2015-10-02,RC Celta,Getafe CF,0,0,X,3,14,15:7,6:8,https://www.mondefootball.fr/resume/primera-division-2015-2016-celta-vigo-getafe-cf/
2,2015/2016,7,2015-10-03,Sevilla FC,FC Barcelona,2,1,1,11,4,7:11,12:9,https://www.mondefootball.fr/resume/primera-division-2015-2016-sevilla-fc-fc-barcelona/
3,2015/2016,7,2015-10-03,Granada CF,Deportivo La Coruña,1,1,X,20,6,5:13,12:7,https://www.mondefootball.fr/resume/primera-division-2015-2016-granada-cf-deportivo-la-coruna/
4,2015/2016,7,2015-10-03,Espanyol Barcelona,Sporting Gijón,1,2,2,10,12,7:16,7:8,https://www.mondefootball.fr/resume/primera-division-2015-2016-espanyol-barcelona-sporting-gijon/
5,2015/2016,7,2015-10-03,UD Las Palmas,SD Eibar,0,2,2,19,7,6:9,10:6,https://www.mondefootball.fr/resume/primera-division-2015-2016-ud-las-palmas-sd-eibar/
6,2015/2016,7,2015-10-03,Málaga CF,Real Sociedad,3,1,1,17,16,3:4,6:7,https://www.mondefootball.fr/resume/primera-division-2015-2016-malaga-cf-real-sociedad/
7,2015/2016,7,2015-10-04,Rayo Vallecano,Real Betis,0,2,2,15,8,6:12,7:9,https://www.mondefootball.fr/resume/primera-division-2015-2016-rayo-vallecano-real-betis/
8,2015/2016,7,2015-10-04,Athletic Club,Valencia CF,3,1,1,13,9,8:10,4:5,https://www.mondefootball.fr/resume/primera-division-2015-2016-athletic-bilbao-valencia-cf/
9,2015/2016,7,2015-10-04,Levante UD,Villarreal CF,1,0,1,18,1,6:12,12:5,https://www.mondefootball.fr/resume/primera-division-2015-2016-levante-ud-villarreal-cf/
10,2015/2016,7,2015-10-04,Atlético Madrid,Real Madrid,1,1,X,5,2,10:4,15:2,https://www.mondefootball.fr/resume/primera-division-2015-2016-atletico-madrid-real-madrid/
