id,season,matchday,date,home_team,away_team,home_goals,away_goals,result,home_position,away_position,home_scored_and_conceded_goals,away_scored_and_conceded_goals,detail_link
1,2019/2020,14,2019-11-22,Levante UD,RCD Mallorca,2,1,1,9,17,18:17,13:21,https://www.mondefootball.fr/resume/primera-division-2019-2020-levante-ud-rcd-mallorca/
2,2019/2020,14,2019-11-23,CD Leganés,FC Barcelona,1,2,2,20,1,8:24,35:16,https://www.mondefootball.fr/resume/primera-division-2019-2020-cd-leganes-fc-barcelona/
3,2019/2020,14,2019-11-23,Real Betis,Valencia CF,2,1,1,15,10,17:24,20:20,https://www.mondefootball.fr/resume/primera-division-2019-2020-real-betis-valencia-cf/
4,2019/2020,14,2019-11-23,Granada CF,Atlético Madrid,1,1,X,8,4,20:18,16:9,https://www.mondefootball.fr/resume/primera-division-2019-2020-granada-cf-atletico-madrid/
5,2019/2020,14,2019-11-23,Real Madrid,Real Sociedad,3,1,1,2,6,28:10,22:17,https://www.mondefootball.fr/resume/primera-division-2019-2020-real-madrid-real-sociedad/
6,2019/2020,14,2019-11-24,Espanyol Barcelona,Getafe CF,1,1,X,19,7,8:24,19:16,https://www.mondefootball.fr/resume/primera-division-2019-2020-espanyol-barcelona-getafe-cf/
7,2019/2020,14,2019-11-24,CA Osasuna,Athletic Club,1,2,2,11,5,17:15,15:9,https://www.mondefootball.fr/resume/primera-division-2019-2020-ca-osasuna-athletic-bilbao/
8,2019/2020,14,2019-11-24,SD Eibar,CD Alavés,0,2,2,16,13,14:23,16:18,https://www.mondefootball.fr/resume/primera-division-2019-2020-sd-eibar-cd-alaves/
9,2019/2020,14,2019-11-24,Villarreal CF,RC Celta,1,3,2,12,18,27:22,10:20,https://www.mondefootball.fr/resume/primera-division-2019-2020-villarreal-cf-celta-vigo/
10,2019/2020,14,2019-11-24,Real Valladolid,Sevilla FC,0,1,2,14,3,14:18,18:14,https://www.mondefootball.fr/resume/primera-division-2019-2020-real-valladolid-sevilla-fc/
