id,season,matchday,date,home_team,away_team,home_goals,away_goals,result,home_position,away_position,home_scored_and_conceded_goals,away_scored_and_conceded_goals,detail_link
1,2020/2021,8,2020-10-30,SD Eibar,Cádiz CF,0,2,2,16,7,5:8,8:6,https://www.mondefootball.fr/resume/primera-division-2020-2021-sd-eibar-cadiz-cf/
2,2020/2021,8,2020-10-31,Real Madrid,SD Huesca,4,1,1,1,19,15:5,6:14,https://www.mondefootball.fr/resume/primera-division-2020-2021-real-madrid-sd-huesca/
3,2020/2021,8,2020-10-31,Athletic Club,Sevilla FC,2,1,1,13,10,8:10,8:8,https://www.mondefootball.fr/resume/primera-division-2020-2021-athletic-bilbao-sevilla-fc/
4,2020/2021,8,2020-10-31,CA Osasuna,Atlético Madrid,1,3,2,11,2,7:9,16:3,https://www.mondefootball.fr/resume/primera-division-2020-2021-ca-osasuna-atletico-madrid/
5,2020/2021,8,2020-10-31,CD Alavés,FC Barcelona,1,1,X,15,6,6:9,16:8,https://www.mondefootball.fr/resume/primera-division-2020-2021-cd-alaves-fc-barcelona/
6,2020/2021,8,2020-11-01,Real Betis,Elche CF,3,1,1,8,12,10:12,6:12,https://www.mondefootball.fr/resume/primera-division-2020-2021-real-betis-elche-cf/
7,2020/2021,8,2020-11-01,RC Celta,Real Sociedad,1,4,2,18,3,5:14,18:4,https://www.mondefootball.fr/resume/primera-division-2020-2021-celta-vigo-real-sociedad/
8,2020/2021,8,2020-11-01,Granada CF,Levante UD,1,1,X,4,17,11:9,8:13,https://www.mondefootball.fr/resume/primera-division-2020-2021-granada-cf-levante-ud/
9,2020/2021,8,2020-11-01,Valencia CF,Getafe CF,2,2,X,14,9,11:13,7:8,https://www.mondefootball.fr/resume/primera-division-2020-2021-valencia-cf-getafe-cf/
10,2020/2021,8,2020-11-02,Villarreal CF,Real Valladolid,2,0,1,5,20,10:8,5:13,https://www.mondefootball.fr/resume/primera-division-2020-2021-villarreal-cf-real-valladolid/
