id,season,matchday,date,home_team,away_team,home_goals,away_goals,result,home_position,away_position,home_scored_and_conceded_goals,away_scored_and_conceded_goals,detail_link
1,2016/2017,1,2016-08-19,Málaga CF,CA Osasuna,1,1,X,12,9,1:1,1:1,https://www.mondefootball.fr/resume/primera-division-2016-2017-malaga-cf-ca-osasuna/
2,2016/2017,1,2016-08-19,Deportivo La Coruña,SD Eibar,2,1,1,5,15,2:1,1:2,https://www.mondefootball.fr/resume/primera-division-2016-2017-deportivo-la-coruna-sd-eibar/
3,2016/2017,1,2016-08-20,FC Barcelona,Real Betis,6,2,1,1,20,6:2,2:6,https://www.mondefootball.fr/resume/primera-division-2016-2017-fc-barcelona-real-betis/
4,2016/2017,1,2016-08-20,Granada CF,Villarreal CF,1,1,X,11,13,1:1,1:1,https://www.mondefootball.fr/resume/primera-division-2016-2017-granada-cf-villarreal-cf/
5,2016/2017,1,2016-08-20,Sevilla FC,Espanyol Barcelona,6,4,1,3,17,6:4,4:6,https://www.mondefootball.fr/resume/primera-division-2016-2017-sevilla-fc-espanyol-barcelona/
6,2016/2017,1,2016-08-21,Sporting Gijón,Athletic Club,2,1,1,6,14,2:1,1:2,https://www.mondefootball.fr/resume/primera-division-2016-2017-sporting-gijon-athletic-bilbao/
7,2016/2017,1,2016-08-21,Real Sociedad,Real Madrid,0,3,2,19,2,0:3,3:0,https://www.mondefootball.fr/resume/primera-division-2016-2017-real-sociedad-real-madrid/
8,2016/2017,1,2016-08-21,Atlético Madrid,CD Alavés,1,1,X,8,10,1:1,1:1,https://www.mondefootball.fr/resume/primera-division-2016-2017-atletico-madrid-cd-alaves/
9,2016/2017,1,2016-08-22,RC Celta,CD Leganés,0,1,2,16,7,0:1,1:0,https://www.mondefootball.fr/resume/primera-division-2016-2017-celta-vigo-cd-leganes/
10,2016/2017,1,2016-08-22,Valencia CF,UD Las Palmas,2,4,2,18,4,2:4,4:2,https://www.mondefootball.fr/resume/primera-division-2016-2017-valencia-cf-ud-las-palmas/
