id,season,matchday,date,home_team,away_team,home_goals,away_goals,result,home_position,away_position,home_scored_and_conceded_goals,away_scored_and_conceded_goals,detail_link
1,2016/2017,13,2016-11-25,SD Eibar,Real Betis,3,1,1,7,14,20:16,14:25,https://www.mondefootball.fr/resume/primera-division-2016-2017-sd-eibar-real-betis/
2,2016/2017,13,2016-11-26,Málaga CF,Deportivo La Coruña,4,3,1,11,17,21:19,13:23,https://www.mondefootball.fr/resume/primera-division-2016-2017-malaga-cf-deportivo-la-coruna/
3,2016/2017,13,2016-11-26,Real Madrid,Sporting Gijón,2,1,1,1,18,36:11,12:27,https://www.mondefootball.fr/resume/primera-division-2016-2017-real-madrid-sporting-gijon/
4,2016/2017,13,2016-11-26,Espanyol Barcelona,CD Leganés,3,0,1,12,15,17:17,11:25,https://www.mondefootball.fr/resume/primera-division-2016-2017-espanyol-barcelona-cd-leganes/
5,2016/2017,13,2016-11-26,Sevilla FC,Valencia CF,2,1,1,3,16,24:18,17:24,https://www.mondefootball.fr/resume/primera-division-2016-2017-sevilla-fc-valencia-cf/
6,2016/2017,13,2016-11-27,Villarreal CF,CD Alavés,0,2,2,6,13,19:10,13:16,https://www.mondefootball.fr/resume/primera-division-2016-2017-villarreal-cf-cd-alaves/
7,2016/2017,13,2016-11-27,CA Osasuna,Atlético Madrid,0,3,2,19,4,12:26,28:11,https://www.mondefootball.fr/resume/primera-division-2016-2017-ca-osasuna-atletico-madrid/
8,2016/2017,13,2016-11-27,RC Celta,Granada CF,3,1,1,9,20,21:23,11:29,https://www.mondefootball.fr/resume/primera-division-2016-2017-celta-vigo-granada-cf/
9,2016/2017,13,2016-11-27,Real Sociedad,FC Barcelona,1,1,X,5,2,22:14,33:14,https://www.mondefootball.fr/resume/primera-division-2016-2017-real-sociedad-fc-barcelona/
10,2016/2017,13,2016-11-28,UD Las Palmas,Athletic Club,3,1,1,10,8,24:21,17:16,https://www.mondefootball.fr/resume/primera-division-2016-2017-ud-las-palmas-athletic-bilbao/
