id,season,matchday,date,home_team,away_team,home_goals,away_goals,result,home_position,away_position,home_scored_and_conceded_goals,away_scored_and_conceded_goals,detail_link
1,2014/2015,20,2015-01-24,Córdoba CF,Real Madrid,1,2,2,15,1,16:30,66:17,https://www.mondefootball.fr/resume/primera-division-2014-2015-cordoba-cf-real-madrid/
2,2014/2015,20,2015-01-24,Elche CF,FC Barcelona,0,6,2,17,2,18:41,54:9,https://www.mondefootball.fr/resume/primera-division-2014-2015-elche-cf-fc-barcelona/
3,2014/2015,20,2015-01-24,Atlético Madrid,Rayo Vallecano,3,1,1,3,10,40:19,21:36,https://www.mondefootball.fr/resume/primera-division-2014-2015-atletico-madrid-rayo-vallecano/
4,2014/2015,20,2015-01-24,Villarreal CF,Levante UD,1,0,1,6,19,33:17,13:35,https://www.mondefootball.fr/resume/primera-division-2014-2015-villarreal-cf-levante-ud/
5,2014/2015,20,2015-01-24,Real Sociedad,SD Eibar,1,0,1,11,8,20:24,24:26,https://www.mondefootball.fr/resume/primera-division-2014-2015-real-sociedad-sd-eibar/
6,2014/2015,20,2015-01-25,Deportivo La Coruña,Granada CF,2,2,X,16,20,16:33,13:33,https://www.mondefootball.fr/resume/primera-division-2014-2015-deportivo-la-coruna-granada-cf/
7,2014/2015,20,2015-01-25,Athletic Club,Málaga CF,1,1,X,13,7,16:26,23:21,https://www.mondefootball.fr/resume/primera-division-2014-2015-athletic-bilbao-malaga-cf/
8,2014/2015,20,2015-01-25,Espanyol Barcelona,UD Almería,3,0,1,9,18,25:29,17:33,https://www.mondefootball.fr/resume/primera-division-2014-2015-espanyol-barcelona-ud-almeria/
9,2014/2015,20,2015-01-25,Valencia CF,Sevilla FC,3,1,1,4,5,38:18,32:22,https://www.mondefootball.fr/resume/primera-division-2014-2015-valencia-cf-sevilla-fc/
10,2014/2015,20,2015-01-26,Getafe CF,RC Celta,2,1,1,14,12,16:28,19:23,https://www.mondefootball.fr/resume/primera-division-2014-2015-getafe-cf-celta-vigo/
