id,season,matchday,date,home_team,away_team,home_goals,away_goals,result,home_position,away_position,home_scored_and_conceded_goals,away_scored_and_conceded_goals,detail_link
1,2012/2013,2,2012-08-25,Real Sociedad,RC Celta,2,1,1,12,18,3:6,1:3,https://www.mondefootball.fr/resume/primera-division-2012-2013-real-sociedad-celta-vigo/
2,2012/2013,2,2012-08-25,Real Betis,Rayo Vallecano,1,2,2,9,3,6:5,3:1,https://www.mondefootball.fr/resume/primera-division-2012-2013-real-betis-rayo-vallecano/
3,2012/2013,2,2012-08-25,Espanyol Barcelona,Real Zaragoza,1,2,2,17,11,2:4,2:2,https://www.mondefootball.fr/resume/primera-division-2012-2013-espanyol-barcelona-real-zaragoza/
4,2012/2013,2,2012-08-25,Málaga CF,RCD Mallorca,1,1,X,8,6,2:1,3:2,https://www.mondefootball.fr/resume/primera-division-2012-2013-malaga-cf-rcd-mallorca/
5,2012/2013,2,2012-08-26,CA Osasuna,FC Barcelona,1,2,2,19,1,1:4,7:2,https://www.mondefootball.fr/resume/primera-division-2012-2013-ca-osasuna-fc-barcelona/
6,2012/2013,2,2012-08-26,Getafe CF,Real Madrid,2,1,1,10,14,3:3,2:3,https://www.mondefootball.fr/resume/primera-division-2012-2013-getafe-cf-real-madrid/
7,2012/2013,2,2012-08-26,Granada CF,Sevilla FC,1,1,X,15,7,1:2,3:2,https://www.mondefootball.fr/resume/primera-division-2012-2013-granada-cf-sevilla-fc/
8,2012/2013,2,2012-08-26,Valencia CF,Deportivo La Coruña,3,3,X,13,5,4:4,5:3,https://www.mondefootball.fr/resume/primera-division-2012-2013-valencia-cf-deportivo-la-coruna/
9,2012/2013,2,2012-08-27,Real Valladolid,Levante UD,2,0,1,2,16,3:0,1:3,https://www.mondefootball.fr/resume/primera-division-2012-2013-real-valladolid-levante-ud/
10,2012/2013,2,2012-08-27,Atlético Madrid,Athletic Club,4,0,1,4,20,5:1,3:9,https://www.mondefootball.fr/resume/primera-division-2012-2013-atletico-madrid-athletic-bilbao/
