id,season,matchday,date,home_team,away_team,home_goals,away_goals,result,home_position,away_position,home_scored_and_conceded_goals,away_scored_and_conceded_goals,detail_link
1,2018/2019,29,2019-03-29,Girona FC,Athletic Club,1,2,2,13,8,32:39,30:32,https://www.mondefootball.fr/resume/primera-division-2018-2019-girona-fc-athletic-bilbao/
2,2018/2019,29,2019-03-30,Getafe CF,CD Leganés,0,2,2,4,12,36:26,29:34,https://www.mondefootball.fr/resume/primera-division-2018-2019-getafe-cf-cd-leganes/
3,2018/2019,29,2019-03-30,FC Barcelona,Espanyol Barcelona,2,0,1,1,14,75:27,32:43,https://www.mondefootball.fr/resume/primera-division-2018-2019-fc-barcelona-espanyol-barcelona/
4,2018/2019,29,2019-03-30,RC Celta,Villarreal CF,3,2,1,18,17,39:49,34:39,https://www.mondefootball.fr/resume/primera-division-2018-2019-celta-vigo-villarreal-cf/
5,2018/2019,29,2019-03-30,CD Alavés,Atlético Madrid,0,4,2,5,2,31:35,43:19,https://www.mondefootball.fr/resume/primera-division-2018-2019-cd-alaves-atletico-madrid/
6,2018/2019,29,2019-03-31,Levante UD,SD Eibar,2,2,X,15,11,40:51,38:40,https://www.mondefootball.fr/resume/primera-division-2018-2019-levante-ud-sd-eibar/
7,2018/2019,29,2019-03-31,Rayo Vallecano,Real Betis,1,1,X,19,9,31:52,33:37,https://www.mondefootball.fr/resume/primera-division-2018-2019-rayo-vallecano-real-betis/
8,2018/2019,29,2019-03-31,Sevilla FC,Valencia CF,0,1,2,7,6,47:37,31:23,https://www.mondefootball.fr/resume/primera-division-2018-2019-sevilla-fc-valencia-cf/
9,2018/2019,29,2019-03-31,Real Valladolid,Real Sociedad,1,1,X,16,10,24:40,34:34,https://www.mondefootball.fr/resume/primera-division-2018-2019-real-valladolid-real-sociedad/
10,2018/2019,29,2019-03-31,Real Madrid,SD Huesca,3,2,1,3,20,52:34,30:50,https://www.mondefootball.fr/resume/primera-division-2018-2019-real-madrid-sd-huesca/
