id,season,matchday,date,home_team,away_team,home_goals,away_goals,result,home_position,away_position,home_scored_and_conceded_goals,away_scored_and_conceded_goals,detail_link
1,2020/2021,33,2021-04-18,CA Osasuna,Elche CF,2,0,1,11,18,31:39,29:49,https://www.mondefootball.fr/resume/primera-division-2020-2021-ca-osasuna-elche-cf/
2,2020/2021,33,2021-04-18,Real Sociedad,Sevilla FC,1,2,2,5,4,51:34,49:26,https://www.mondefootball.fr/resume/primera-division-2020-2021-real-sociedad-sevilla-fc/
3,2020/2021,33,2021-04-18,CD Alavés,SD Huesca,1,0,1,16,19,28:49,31:50,https://www.mondefootball.fr/resume/primera-division-2020-2021-cd-alaves-sd-huesca/
4,2020/2021,33,2021-04-18,Atlético Madrid,SD Eibar,5,0,1,1,20,60:22,23:46,https://www.mondefootball.fr/resume/primera-division-2020-2021-atletico-madrid-sd-eibar/
5,2020/2021,33,2021-04-18,Real Betis,Valencia CF,2,2,X,6,14,42:45,41:48,https://www.mondefootball.fr/resume/primera-division-2020-2021-real-betis-valencia-cf/
6,2020/2021,33,2021-04-18,Cádiz CF,RC Celta,0,0,X,13,10,28:49,44:51,https://www.mondefootball.fr/resume/primera-division-2020-2021-cadiz-cf-celta-vigo/
7,2020/2021,33,2021-04-18,Getafe CF,Real Madrid,0,0,X,15,3,26:39,56:24,https://www.mondefootball.fr/resume/primera-division-2020-2021-getafe-cf-real-madrid/
8,2020/2021,33,2021-04-18,Levante UD,Villarreal CF,1,5,2,12,7,38:46,50:38,https://www.mondefootball.fr/resume/primera-division-2020-2021-levante-ud-villarreal-cf/
9,2020/2021,33,2021-04-28,Athletic Club,Real Valladolid,2,2,X,9,17,43:36,31:45,https://www.mondefootball.fr/resume/primera-division-2020-2021-athletic-bilbao-real-valladolid/
10,2020/2021,33,2021-04-29,FC Barcelona,Granada CF,1,2,2,2,8,77:31,43:54,https://www.mondefootball.fr/resume/primera-division-2020-2021-fc-barcelona-granada-cf/
