id,season,matchday,date,home_team,away_team,home_goals,away_goals,result,home_position,away_position,home_scored_and_conceded_goals,away_scored_and_conceded_goals,detail_link
1,2013/2014,28,2014-03-14,Getafe CF,Granada CF,3,3,X,17,12,26:45,27:39,https://www.mondefootball.fr/resume/primera-division-2013-2014-getafe-cf-granada-cf/
2,2013/2014,28,2014-03-15,Levante UD,RC Celta,0,1,2,8,11,26:35,33:39,https://www.mondefootball.fr/resume/primera-division-2013-2014-levante-ud-celta-vigo/
3,2013/2014,28,2014-03-15,Rayo Vallecano,UD Almería,3,1,1,16,19,32:62,27:52,https://www.mondefootball.fr/resume/primera-division-2013-2014-rayo-vallecano-ud-almeria/
4,2013/2014,28,2014-03-15,Málaga CF,Real Madrid,0,1,2,14,1,26:36,77:26,https://www.mondefootball.fr/resume/primera-division-2013-2014-malaga-cf-real-madrid/
5,2013/2014,28,2014-03-15,Atlético Madrid,Espanyol Barcelona,1,0,1,2,10,64:21,32:34,https://www.mondefootball.fr/resume/primera-division-2013-2014-atletico-madrid-espanyol-barcelona/
6,2013/2014,28,2014-03-16,Elche CF,Real Betis,0,0,X,13,20,24:40,23:56,https://www.mondefootball.fr/resume/primera-division-2013-2014-elche-cf-real-betis/
7,2013/2014,28,2014-03-16,FC Barcelona,CA Osasuna,7,0,1,3,15,81:22,24:48,https://www.mondefootball.fr/resume/primera-division-2013-2014-fc-barcelona-ca-osasuna/
8,2013/2014,28,2014-03-16,Sevilla FC,Real Valladolid,4,1,1,7,18,51:43,30:48,https://www.mondefootball.fr/resume/primera-division-2013-2014-sevilla-fc-real-valladolid/
9,2013/2014,28,2014-03-16,Real Sociedad,Valencia CF,1,0,1,5,9,49:39,39:39,https://www.mondefootball.fr/resume/primera-division-2013-2014-real-sociedad-valencia-cf/
10,2013/2014,28,2014-03-17,Villarreal CF,Athletic Club,1,1,X,6,4,48:34,51:32,https://www.mondefootball.fr/resume/primera-division-2013-2014-villarreal-cf-athletic-bilbao/
