id,season,matchday,date,home_team,away_team,home_goals,away_goals,result,home_position,away_position,home_scored_and_conceded_goals,away_scored_and_conceded_goals,detail_link
1,2018/2019,33,2019-04-19,CD Alavés,Real Valladolid,2,2,X,8,18,35:42,28:47,https://www.mondefootball.fr/resume/primera-division-2018-2019-cd-alaves-real-valladolid/
2,2018/2019,33,2019-04-20,RC Celta,Girona FC,2,1,1,15,16,47:56,34:46,https://www.mondefootball.fr/resume/primera-division-2018-2019-celta-vigo-girona-fc/
3,2018/2019,33,2019-04-20,SD Eibar,Atlético Madrid,0,1,2,13,2,42:45,48:21,https://www.mondefootball.fr/resume/primera-division-2018-2019-sd-eibar-atletico-madrid/
4,2018/2019,33,2019-04-20,Rayo Vallecano,SD Huesca,0,0,X,19,20,36:57,35:55,https://www.mondefootball.fr/resume/primera-division-2018-2019-rayo-vallecano-sd-huesca/
5,2018/2019,33,2019-04-20,FC Barcelona,Real Sociedad,2,1,1,1,12,83:32,39:41,https://www.mondefootball.fr/resume/primera-division-2018-2019-fc-barcelona-real-sociedad/
6,2018/2019,33,2019-04-21,Levante UD,Espanyol Barcelona,2,2,X,17,10,47:61,39:48,https://www.mondefootball.fr/resume/primera-division-2018-2019-levante-ud-espanyol-barcelona/
7,2018/2019,33,2019-04-21,Getafe CF,Sevilla FC,3,0,1,4,6,43:29,54:42,https://www.mondefootball.fr/resume/primera-division-2018-2019-getafe-cf-sevilla-fc/
8,2018/2019,33,2019-04-21,Real Madrid,Athletic Club,3,0,1,3,7,59:38,36:40,https://www.mondefootball.fr/resume/primera-division-2018-2019-real-madrid-athletic-bilbao/
9,2018/2019,33,2019-04-21,Villarreal CF,CD Leganés,2,1,1,14,11,42:46,33:38,https://www.mondefootball.fr/resume/primera-division-2018-2019-villarreal-cf-cd-leganes/
10,2018/2019,33,2019-04-21,Real Betis,Valencia CF,1,2,2,9,5,39:45,38:28,https://www.mondefootball.fr/resume/primera-division-2018-2019-real-betis-valencia-cf/
