id,season,matchday,date,home_team,away_team,home_goals,away_goals,result,home_position,away_position,home_scored_and_conceded_goals,away_scored_and_conceded_goals,detail_link
1,2015/2016,31,2016-04-01,Rayo Vallecano,Getafe CF,2,0,1,16,18,43:63,28:54,https://www.mondefootball.fr/resume/primera-division-2015-2016-rayo-vallecano-getafe-cf/
2,2015/2016,31,2016-04-02,Atlético Madrid,Real Betis,5,1,1,2,14,51:15,28:45,https://www.mondefootball.fr/resume/primera-division-2015-2016-atletico-madrid-real-betis/
3,2015/2016,31,2016-04-02,UD Las Palmas,Valencia CF,2,1,1,12,15,34:43,34:38,https://www.mondefootball.fr/resume/primera-division-2015-2016-ud-las-palmas-valencia-cf/
4,2015/2016,31,2016-04-02,FC Barcelona,Real Madrid,1,2,2,1,3,87:26,89:29,https://www.mondefootball.fr/resume/primera-division-2015-2016-fc-barcelona-real-madrid/
5,2015/2016,31,2016-04-02,RC Celta,Deportivo La Coruña,1,1,X,5,11,44:52,40:44,https://www.mondefootball.fr/resume/primera-division-2015-2016-celta-vigo-deportivo-la-coruna/
6,2015/2016,31,2016-04-03,Athletic Club,Granada CF,1,1,X,6,17,49:40,33:57,https://www.mondefootball.fr/resume/primera-division-2015-2016-athletic-bilbao-granada-cf/
7,2015/2016,31,2016-04-03,Málaga CF,Espanyol Barcelona,1,1,X,8,13,30:29,32:57,https://www.mondefootball.fr/resume/primera-division-2015-2016-malaga-cf-espanyol-barcelona/
8,2015/2016,31,2016-04-03,SD Eibar,Villarreal CF,1,2,2,10,4,43:44,39:26,https://www.mondefootball.fr/resume/primera-division-2015-2016-sd-eibar-villarreal-cf/
9,2015/2016,31,2016-04-03,Sevilla FC,Real Sociedad,1,2,2,7,9,44:37,39:42,https://www.mondefootball.fr/resume/primera-division-2015-2016-sevilla-fc-real-sociedad/
10,2015/2016,31,2016-04-04,Levante UD,Sporting Gijón,0,0,X,20,19,28:54,32:52,https://www.mondefootball.fr/resume/primera-division-2015-2016-levante-ud-sporting-gijon/
