id,season,matchday,date,home_team,away_team,home_goals,away_goals,result,home_position,away_position,home_scored_and_conceded_goals,away_scored_and_conceded_goals,detail_link
1,2015/2016,10,2015-10-30,Deportivo La Coruña,Atlético Madrid,1,1,X,9,4,15:12,15:6,https://www.mondefootball.fr/resume/primera-division-2015-2016-deportivo-la-coruna-atletico-madrid/
2,2015/2016,10,2015-10-31,Real Madrid,UD Las Palmas,3,1,1,1,20,24:4,7:16,https://www.mondefootball.fr/resume/primera-division-2015-2016-real-madrid-ud-las-palmas/
3,2015/2016,10,2015-10-31,Villarreal CF,Sevilla FC,2,1,1,5,11,15:8,14:14,https://www.mondefootball.fr/resume/primera-division-2015-2016-villarreal-cf-sevilla-fc/
4,2015/2016,10,2015-10-31,Valencia CF,Levante UD,3,0,1,7,19,11:7,6:22,https://www.mondefootball.fr/resume/primera-division-2015-2016-valencia-cf-levante-ud/
5,2015/2016,10,2015-10-31,Getafe CF,FC Barcelona,0,2,2,14,2,10:15,22:12,https://www.mondefootball.fr/resume/primera-division-2015-2016-getafe-cf-fc-barcelona/
6,2015/2016,10,2015-10-31,Real Sociedad,RC Celta,2,3,2,16,3,12:12,21:13,https://www.mondefootball.fr/resume/primera-division-2015-2016-real-sociedad-celta-vigo/
7,2015/2016,10,2015-11-01,SD Eibar,Rayo Vallecano,1,0,1,6,15,13:10,11:18,https://www.mondefootball.fr/resume/primera-division-2015-2016-sd-eibar-rayo-vallecano/
8,2015/2016,10,2015-11-01,Espanyol Barcelona,Granada CF,1,1,X,10,18,11:21,10:18,https://www.mondefootball.fr/resume/primera-division-2015-2016-espanyol-barcelona-granada-cf/
9,2015/2016,10,2015-11-01,Sporting Gijón,Málaga CF,1,0,1,13,17,11:14,5:8,https://www.mondefootball.fr/resume/primera-division-2015-2016-sporting-gijon-malaga-cf/
10,2015/2016,10,2015-11-01,Real Betis,Athletic Club,1,3,2,12,8,10:16,16:13,https://www.mondefootball.fr/resume/primera-division-2015-2016-real-betis-athletic-bilbao/
