id,season,matchday,date,home_team,away_team,home_goals,away_goals,result,home_position,away_position,home_scored_and_conceded_goals,away_scored_and_conceded_goals,detail_link
1,2019/2020,21,2020-01-24,CA Osasuna,Levante UD,2,0,1,10,13,28:25,26:32,https://www.mondefootball.fr/resume/primera-division-2019-2020-ca-osasuna-levante-ud/
2,2019/2020,21,2020-01-25,Espanyol Barcelona,Athletic Club,1,1,X,20,9,17:38,22:15,https://www.mondefootball.fr/resume/primera-division-2019-2020-espanyol-barcelona-athletic-bilbao/
3,2019/2020,21,2020-01-25,Valencia CF,FC Barcelona,2,0,1,7,2,32:29,50:25,https://www.mondefootball.fr/resume/primera-division-2019-2020-valencia-cf-fc-barcelona/
4,2019/2020,21,2020-01-25,CD Alavés,Villarreal CF,1,2,2,14,8,22:31,36:29,https://www.mondefootball.fr/resume/primera-division-2019-2020-cd-alaves-villarreal-cf/
5,2019/2020,21,2020-01-25,Sevilla FC,Granada CF,2,0,1,3,12,27:20,25:28,https://www.mondefootball.fr/resume/primera-division-2019-2020-sevilla-fc-granada-cf/
6,2019/2020,21,2020-01-26,Atlético Madrid,CD Leganés,0,0,X,5,19,22:14,16:33,https://www.mondefootball.fr/resume/primera-division-2019-2020-atletico-madrid-cd-leganes/
7,2019/2020,21,2020-01-26,RC Celta,SD Eibar,0,0,X,18,15,17:30,20:29,https://www.mondefootball.fr/resume/primera-division-2019-2020-celta-vigo-sd-eibar/
8,2019/2020,21,2020-01-26,Getafe CF,Real Betis,1,0,1,4,11,30:20,29:33,https://www.mondefootball.fr/resume/primera-division-2019-2020-getafe-cf-real-betis/
9,2019/2020,21,2020-01-26,Real Sociedad,RCD Mallorca,3,0,1,6,17,36:28,22:37,https://www.mondefootball.fr/resume/primera-division-2019-2020-real-sociedad-rcd-mallorca/
10,2019/2020,21,2020-01-26,Real Valladolid,Real Madrid,0,1,2,16,1,17:24,39:13,https://www.mondefootball.fr/resume/primera-division-2019-2020-real-valladolid-real-madrid/
