id,season,matchday,date,home_team,away_team,home_goals,away_goals,result,home_position,away_position,home_scored_and_conceded_goals,away_scored_and_conceded_goals,detail_link
1,2015/2016,8,2015-10-17,Real Madrid,Levante UD,3,0,1,1,18,18:2,6:15,https://www.mondefootball.fr/resume/primera-division-2015-2016-real-madrid-levante-ud/
2,2015/2016,8,2015-10-17,SD Eibar,Sevilla FC,1,1,X,7,12,11:7,8:12,https://www.mondefootball.fr/resume/primera-division-2015-2016-sd-eibar-sevilla-fc/
3,2015/2016,8,2015-10-17,FC Barcelona,Rayo Vallecano,5,2,1,3,15,17:11,8:17,https://www.mondefootball.fr/resume/primera-division-2015-2016-fc-barcelona-rayo-vallecano/
4,2015/2016,8,2015-10-17,Valencia CF,Málaga CF,3,0,1,8,17,7:5,3:7,https://www.mondefootball.fr/resume/primera-division-2015-2016-valencia-cf-malaga-cf/
5,2015/2016,8,2015-10-17,Real Betis,Espanyol Barcelona,1,3,2,10,9,8:12,10:17,https://www.mondefootball.fr/resume/primera-division-2015-2016-real-betis-espanyol-barcelona/
6,2015/2016,8,2015-10-18,Villarreal CF,RC Celta,1,2,2,5,2,13:7,17:8,https://www.mondefootball.fr/resume/primera-division-2015-2016-villarreal-cf-celta-vigo/
7,2015/2016,8,2015-10-18,Real Sociedad,Atlético Madrid,0,2,2,16,4,6:9,12:4,https://www.mondefootball.fr/resume/primera-division-2015-2016-real-sociedad-atletico-madrid/
8,2015/2016,8,2015-10-18,Getafe CF,UD Las Palmas,4,0,1,11,19,10:8,6:13,https://www.mondefootball.fr/resume/primera-division-2015-2016-getafe-cf-ud-las-palmas/
9,2015/2016,8,2015-10-18,Deportivo La Coruña,Athletic Club,2,2,X,6,14,14:9,10:12,https://www.mondefootball.fr/resume/primera-division-2015-2016-deportivo-la-coruna-athletic-bilbao/
10,2015/2016,8,2015-10-19,Sporting Gijón,Granada CF,3,3,X,13,20,10:11,8:16,https://www.mondefootball.fr/resume/primera-division-2015-2016-sporting-gijon-granada-cf/
