id,season,matchday,date,home_team,away_team,home_goals,away_goals,result,home_position,away_position,home_scored_and_conceded_goals,away_scored_and_conceded_goals,detail_link
1,2020/2021,28,2021-03-19,Real Betis,Levante UD,2,0,1,6,9,38:41,36:37,https://www.mondefootball.fr/resume/primera-division-2020-2021-real-betis-levante-ud/
2,2020/2021,28,2021-03-20,Athletic Club,SD Eibar,1,1,X,10,18,38:32,22:33,https://www.mondefootball.fr/resume/primera-division-2020-2021-athletic-bilbao-sd-eibar/
3,2020/2021,28,2021-03-20,RC Celta,Real Madrid,1,3,2,11,3,35:43,49:23,https://www.mondefootball.fr/resume/primera-division-2020-2021-celta-vigo-real-madrid/
4,2020/2021,28,2021-03-20,SD Huesca,CA Osasuna,0,0,X,20,13,26:44,23:35,https://www.mondefootball.fr/resume/primera-division-2020-2021-sd-huesca-ca-osasuna/
5,2020/2021,28,2021-03-20,Real Valladolid,Sevilla FC,1,1,X,16,4,26:38,39:21,https://www.mondefootball.fr/resume/primera-division-2020-2021-real-valladolid-sevilla-fc/
6,2020/2021,28,2021-03-21,Getafe CF,Elche CF,1,1,X,14,17,22:33,25:42,https://www.mondefootball.fr/resume/primera-division-2020-2021-getafe-cf-elche-cf/
7,2020/2021,28,2021-03-21,Valencia CF,Granada CF,2,1,1,12,8,34:38,34:46,https://www.mondefootball.fr/resume/primera-division-2020-2021-valencia-cf-granada-cf/
8,2020/2021,28,2021-03-21,Villarreal CF,Cádiz CF,2,1,1,7,15,39:31,24:44,https://www.mondefootball.fr/resume/primera-division-2020-2021-villarreal-cf-cadiz-cf/
9,2020/2021,28,2021-03-21,Atlético Madrid,CD Alavés,1,0,1,1,19,51:18,23:44,https://www.mondefootball.fr/resume/primera-division-2020-2021-atletico-madrid-cd-alaves/
10,2020/2021,28,2021-03-21,Real Sociedad,FC Barcelona,1,6,2,5,2,44:28,67:24,https://www.mondefootball.fr/resume/primera-division-2020-2021-real-sociedad-fc-barcelona/
