id,season,matchday,date,home_team,away_team,home_goals,away_goals,result,home_position,away_position,home_scored_and_conceded_goals,away_scored_and_conceded_goals,detail_link
1,2012/2013,38,2013-06-01,Real Madrid,CA Osasuna,4,2,1,2,16,103:42,33:50,https://www.mondefootball.fr/resume/primera-division-2012-2013-real-madrid-ca-osasuna/
2,2012/2013,38,2013-06-01,FC Barcelona,Málaga CF,4,1,1,1,6,115:40,53:50,https://www.mondefootball.fr/resume/primera-division-2012-2013-fc-barcelona-malaga-cf/
3,2012/2013,38,2013-06-01,Granada CF,Getafe CF,2,0,1,15,10,37:54,43:57,https://www.mondefootball.fr/resume/primera-division-2012-2013-granada-cf-getafe-cf/
4,2012/2013,38,2013-06-01,Sevilla FC,Valencia CF,4,3,1,9,5,58:54,67:54,https://www.mondefootball.fr/resume/primera-division-2012-2013-sevilla-fc-valencia-cf/
5,2012/2013,38,2013-06-01,Deportivo La Coruña,Real Sociedad,0,1,2,19,4,47:70,70:49,https://www.mondefootball.fr/resume/primera-division-2012-2013-deportivo-la-coruna-real-sociedad/
6,2012/2013,38,2013-06-01,RC Celta,Espanyol Barcelona,1,0,1,17,13,37:52,43:52,https://www.mondefootball.fr/resume/primera-division-2012-2013-celta-vigo-espanyol-barcelona/
7,2012/2013,38,2013-06-01,RCD Mallorca,Real Valladolid,4,2,1,18,14,43:72,49:58,https://www.mondefootball.fr/resume/primera-division-2012-2013-rcd-mallorca-real-valladolid/
8,2012/2013,38,2013-06-01,Real Zaragoza,Atlético Madrid,1,3,2,20,3,37:62,65:31,https://www.mondefootball.fr/resume/primera-division-2012-2013-real-zaragoza-atletico-madrid/
9,2012/2013,38,2013-06-01,Levante UD,Real Betis,1,1,X,11,7,40:57,57:56,https://www.mondefootball.fr/resume/primera-division-2012-2013-levante-ud-real-betis/
10,2012/2013,38,2013-06-01,Rayo Vallecano,Athletic Club,2,2,X,8,12,50:66,44:65,https://www.mondefootball.fr/resume/primera-division-2012-2013-rayo-vallecano-athletic-bilbao/
