id,season,matchday,date,home_team,away_team,home_goals,away_goals,result,home_position,away_position,home_scored_and_conceded_goals,away_scored_and_conceded_goals,detail_link
1,2015/2016,11,2015-11-06,UD Las Palmas,Real Sociedad,2,0,1,18,16,9:16,12:14,https://www.mondefootball.fr/resume/primera-division-2015-2016-ud-las-palmas-real-sociedad/
2,2015/2016,11,2015-11-07,RC Celta,Valencia CF,1,5,2,4,7,22:18,16:8,https://www.mondefootball.fr/resume/primera-division-2015-2016-celta-vigo-valencia-cf/
3,2015/2016,11,2015-11-07,Levante UD,Deportivo La Coruña,1,1,X,19,9,7:23,16:13,https://www.mondefootball.fr/resume/primera-division-2015-2016-levante-ud-deportivo-la-coruna/
4,2015/2016,11,2015-11-07,SD Eibar,Getafe CF,3,1,1,6,15,16:11,11:18,https://www.mondefootball.fr/resume/primera-division-2015-2016-sd-eibar-getafe-cf/
5,2015/2016,11,2015-11-07,Rayo Vallecano,Granada CF,2,1,1,12,20,13:19,11:20,https://www.mondefootball.fr/resume/primera-division-2015-2016-rayo-vallecano-granada-cf/
6,2015/2016,11,2015-11-07,Málaga CF,Real Betis,0,1,2,17,11,5:9,11:16,https://www.mondefootball.fr/resume/primera-division-2015-2016-malaga-cf-real-betis/
7,2015/2016,11,2015-11-08,Athletic Club,Espanyol Barcelona,2,1,1,8,13,18:14,12:23,https://www.mondefootball.fr/resume/primera-division-2015-2016-athletic-bilbao-espanyol-barcelona/
8,2015/2016,11,2015-11-08,FC Barcelona,Villarreal CF,3,0,1,1,5,25:12,15:11,https://www.mondefootball.fr/resume/primera-division-2015-2016-fc-barcelona-villarreal-cf/
9,2015/2016,11,2015-11-08,Atlético Madrid,Sporting Gijón,1,0,1,3,14,16:6,11:15,https://www.mondefootball.fr/resume/primera-division-2015-2016-atletico-madrid-sporting-gijon/
10,2015/2016,11,2015-11-08,Sevilla FC,Real Madrid,3,2,1,10,2,17:16,26:7,https://www.mondefootball.fr/resume/primera-division-2015-2016-sevilla-fc-real-madrid/
