id,season,matchday,date,home_team,away_team,home_goals,away_goals,result,home_position,away_position,home_scored_and_conceded_goals,away_scored_and_conceded_goals,detail_link
1,2016/2017,35,2017-04-28,Villarreal CF,Sporting Gijón,3,1,1,5,18,52:28,38:70,https://www.mondefootball.fr/resume/primera-division-2016-2017-villarreal-cf-sporting-gijon/
2,2016/2017,35,2017-04-29,Real Sociedad,Granada CF,2,1,1,7,19,54:48,28:74,https://www.mondefootball.fr/resume/primera-division-2016-2017-real-sociedad-granada-cf/
3,2016/2017,35,2017-04-29,Real Madrid,Valencia CF,2,1,1,1,13,96:40,50:61,https://www.mondefootball.fr/resume/primera-division-2016-2017-real-madrid-valencia-cf/
4,2016/2017,35,2017-04-29,UD Las Palmas,Atlético Madrid,0,5,2,14,3,52:66,65:25,https://www.mondefootball.fr/resume/primera-division-2016-2017-ud-las-palmas-atletico-madrid/
5,2016/2017,35,2017-04-29,Espanyol Barcelona,FC Barcelona,0,3,2,9,2,45:47,104:33,https://www.mondefootball.fr/resume/primera-division-2016-2017-espanyol-barcelona-fc-barcelona/
6,2016/2017,35,2017-04-30,CA Osasuna,Deportivo La Coruña,2,2,X,20,16,37:84,39:59,https://www.mondefootball.fr/resume/primera-division-2016-2017-ca-osasuna-deportivo-la-coruna/
7,2016/2017,35,2017-04-30,Real Betis,CD Alavés,1,4,2,15,10,38:57,36:41,https://www.mondefootball.fr/resume/primera-division-2016-2017-real-betis-cd-alaves/
8,2016/2017,35,2017-04-30,SD Eibar,CD Leganés,2,0,1,8,17,54:45,30:53,https://www.mondefootball.fr/resume/primera-division-2016-2017-sd-eibar-cd-leganes/
9,2016/2017,35,2017-04-30,RC Celta,Athletic Club,0,3,2,11,6,50:61,51:38,https://www.mondefootball.fr/resume/primera-division-2016-2017-celta-vigo-athletic-bilbao/
10,2016/2017,35,2017-05-01,Málaga CF,Sevilla FC,4,2,1,12,4,44:51,62:44,https://www.mondefootball.fr/resume/primera-division-2016-2017-malaga-cf-sevilla-fc/
