id,season,matchday,date,home_team,away_team,home_goals,away_goals,result,home_position,away_position,home_scored_and_conceded_goals,away_scored_and_conceded_goals,detail_link
1,2012/2013,8,2012-10-20,Málaga CF,Real Valladolid,2,1,1,3,10,13:5,12:9,https://www.mondefootball.fr/resume/primera-division-2012-2013-malaga-cf-real-valladolid/
2,2012/2013,8,2012-10-20,Real Madrid,RC Celta,2,0,1,4,13,16:7,9:10,https://www.mondefootball.fr/resume/primera-division-2012-2013-real-madrid-celta-vigo/
3,2012/2013,8,2012-10-20,Valencia CF,Athletic Club,3,2,1,9,17,11:11,11:17,https://www.mondefootball.fr/resume/primera-division-2012-2013-valencia-cf-athletic-bilbao/
4,2012/2013,8,2012-10-20,Deportivo La Coruña,FC Barcelona,4,5,2,18,1,13:19,24:11,https://www.mondefootball.fr/resume/primera-division-2012-2013-deportivo-la-coruna-fc-barcelona/
5,2012/2013,8,2012-10-21,Getafe CF,Levante UD,0,1,2,11,7,8:11,9:13,https://www.mondefootball.fr/resume/primera-division-2012-2013-getafe-cf-levante-ud/
6,2012/2013,8,2012-10-21,Espanyol Barcelona,Rayo Vallecano,3,2,1,19,12,11:15,11:17,https://www.mondefootball.fr/resume/primera-division-2012-2013-espanyol-barcelona-rayo-vallecano/
7,2012/2013,8,2012-10-21,Granada CF,Real Zaragoza,1,2,2,16,14,7:12,7:10,https://www.mondefootball.fr/resume/primera-division-2012-2013-granada-cf-real-zaragoza/
8,2012/2013,8,2012-10-21,CA Osasuna,Real Betis,0,0,X,20,6,7:11,12:13,https://www.mondefootball.fr/resume/primera-division-2012-2013-ca-osasuna-real-betis/
9,2012/2013,8,2012-10-21,Real Sociedad,Atlético Madrid,0,1,2,15,2,8:12,19:8,https://www.mondefootball.fr/resume/primera-division-2012-2013-real-sociedad-atletico-madrid/
10,2012/2013,8,2012-10-22,Sevilla FC,RCD Mallorca,3,2,1,5,8,11:9,10:9,https://www.mondefootball.fr/resume/primera-division-2012-2013-sevilla-fc-rcd-mallorca/
