id,season,matchday,date,home_team,away_team,home_goals,away_goals,result,home_position,away_position,home_scored_and_conceded_goals,away_scored_and_conceded_goals,detail_link
1,2012/2013,17,2012-12-20,Rayo Vallecano,Levante UD,3,0,1,8,6,22:32,21:24,https://www.mondefootball.fr/resume/primera-division-2012-2013-rayo-vallecano-levante-ud/
2,2012/2013,17,2012-12-20,Real Sociedad,Sevilla FC,2,1,1,7,14,24:20,22:26,https://www.mondefootball.fr/resume/primera-division-2012-2013-real-sociedad-sevilla-fc/
3,2012/2013,17,2012-12-20,Espanyol Barcelona,Deportivo La Coruña,2,0,1,18,20,19:26,21:39,https://www.mondefootball.fr/resume/primera-division-2012-2013-espanyol-barcelona-deportivo-la-coruna/
4,2012/2013,17,2012-12-21,Valencia CF,Getafe CF,4,2,1,9,10,23:26,21:25,https://www.mondefootball.fr/resume/primera-division-2012-2013-valencia-cf-getafe-cf/
5,2012/2013,17,2012-12-21,Atlético Madrid,RC Celta,1,0,1,2,17,37:17,16:22,https://www.mondefootball.fr/resume/primera-division-2012-2013-atletico-madrid-celta-vigo/
6,2012/2013,17,2012-12-22,Real Betis,RCD Mallorca,1,2,2,5,16,26:28,16:29,https://www.mondefootball.fr/resume/primera-division-2012-2013-real-betis-rcd-mallorca/
7,2012/2013,17,2012-12-22,Real Valladolid,FC Barcelona,1,3,2,11,1,23:21,57:19,https://www.mondefootball.fr/resume/primera-division-2012-2013-real-valladolid-fc-barcelona/
8,2012/2013,17,2012-12-22,CA Osasuna,Granada CF,1,2,2,19,15,14:19,13:25,https://www.mondefootball.fr/resume/primera-division-2012-2013-ca-osasuna-granada-cf/
9,2012/2013,17,2012-12-22,Málaga CF,Real Madrid,3,2,1,4,3,28:12,41:17,https://www.mondefootball.fr/resume/primera-division-2012-2013-malaga-cf-real-madrid/
10,2012/2013,17,2012-12-22,Athletic Club,Real Zaragoza,0,2,2,13,12,21:34,20:24,https://www.mondefootball.fr/resume/primera-division-2012-2013-athletic-bilbao-real-zaragoza/
