id,season,matchday,date,home_team,away_team,home_goals,away_goals,result,home_position,away_position,home_scored_and_conceded_goals,away_scored_and_conceded_goals,detail_link
1,2015/2016,23,2016-02-05,Málaga CF,Getafe CF,3,0,1,10,12,21:20,26:35,https://www.mondefootball.fr/resume/primera-division-2015-2016-malaga-cf-getafe-cf/
2,2015/2016,23,2016-02-06,Atlético Madrid,SD Eibar,3,1,1,2,8,34:11,36:31,https://www.mondefootball.fr/resume/primera-division-2015-2016-atletico-madrid-sd-eibar/
3,2015/2016,23,2016-02-06,Rayo Vallecano,UD Las Palmas,2,0,1,15,18,30:47,23:36,https://www.mondefootball.fr/resume/primera-division-2015-2016-rayo-vallecano-ud-las-palmas/
4,2015/2016,23,2016-02-06,Athletic Club,Villarreal CF,0,0,X,6,4,33:30,29:18,https://www.mondefootball.fr/resume/primera-division-2015-2016-athletic-bilbao-villarreal-cf/
5,2015/2016,23,2016-02-06,Sporting Gijón,Deportivo La Coruña,1,1,X,17,9,25:39,31:28,https://www.mondefootball.fr/resume/primera-division-2015-2016-sporting-gijon-deportivo-la-coruna/
6,2015/2016,23,2016-02-07,Levante UD,FC Barcelona,0,2,2,20,1,21:43,59:18,https://www.mondefootball.fr/resume/primera-division-2015-2016-levante-ud-fc-barcelona/
7,2015/2016,23,2016-02-07,Real Betis,Valencia CF,1,0,1,13,14,16:31,26:24,https://www.mondefootball.fr/resume/primera-division-2015-2016-real-betis-valencia-cf/
8,2015/2016,23,2016-02-07,RC Celta,Sevilla FC,1,1,X,7,5,34:36,32:24,https://www.mondefootball.fr/resume/primera-division-2015-2016-celta-vigo-sevilla-fc/
9,2015/2016,23,2016-02-07,Granada CF,Real Madrid,1,2,2,19,3,25:46,66:21,https://www.mondefootball.fr/resume/primera-division-2015-2016-granada-cf-real-madrid/
10,2015/2016,23,2016-02-08,Espanyol Barcelona,Real Sociedad,0,5,2,16,11,20:46,31:34,https://www.mondefootball.fr/resume/primera-division-2015-2016-espanyol-barcelona-real-sociedad/
