id,season,matchday,date,home_team,away_team,home_goals,away_goals,result,home_position,away_position,home_scored_and_conceded_goals,away_scored_and_conceded_goals,detail_link
1,2019/2020,13,2019-11-08,Real Sociedad,CD Leganés,1,1,X,5,20,21:14,7:22,https://www.mondefootball.fr/resume/primera-division-2019-2020-real-sociedad-cd-leganes/
2,2019/2020,13,2019-11-09,CD Alavés,Real Valladolid,3,0,1,14,13,14:18,14:17,https://www.mondefootball.fr/resume/primera-division-2019-2020-cd-alaves-real-valladolid/
3,2019/2020,13,2019-11-09,Valencia CF,Granada CF,2,0,1,8,9,19:18,19:17,https://www.mondefootball.fr/resume/primera-division-2019-2020-valencia-cf-granada-cf/
4,2019/2020,13,2019-11-09,SD Eibar,Real Madrid,0,4,2,15,2,14:21,25:9,https://www.mondefootball.fr/resume/primera-division-2019-2020-sd-eibar-real-madrid/
5,2019/2020,13,2019-11-09,FC Barcelona,RC Celta,4,1,1,1,18,33:15,7:19,https://www.mondefootball.fr/resume/primera-division-2019-2020-fc-barcelona-celta-vigo/
6,2019/2020,13,2019-11-10,RCD Mallorca,Villarreal CF,3,1,1,16,11,12:19,26:19,https://www.mondefootball.fr/resume/primera-division-2019-2020-rcd-mallorca-villarreal-cf/
7,2019/2020,13,2019-11-10,Athletic Club,Levante UD,2,1,1,6,12,13:8,16:16,https://www.mondefootball.fr/resume/primera-division-2019-2020-athletic-bilbao-levante-ud/
8,2019/2020,13,2019-11-10,Atlético Madrid,Espanyol Barcelona,3,1,1,3,19,15:8,7:23,https://www.mondefootball.fr/resume/primera-division-2019-2020-atletico-madrid-espanyol-barcelona/
9,2019/2020,13,2019-11-10,Getafe CF,CA Osasuna,0,0,X,7,10,18:15,16:13,https://www.mondefootball.fr/resume/primera-division-2019-2020-getafe-cf-ca-osasuna/
10,2019/2020,13,2019-11-10,Real Betis,Sevilla FC,1,2,2,17,4,15:23,17:14,https://www.mondefootball.fr/resume/primera-division-2019-2020-real-betis-sevilla-fc/
