id,season,matchday,date,home_team,away_team,home_goals,away_goals,result,home_position,away_position,home_scored_and_conceded_goals,away_scored_and_conceded_goals,detail_link
1,2020/2021,34,2021-04-30,RC Celta,Levante UD,2,0,1,10,13,46:51,38:48,https://www.mondefootball.fr/resume/primera-division-2020-2021-celta-vigo-levante-ud/
2,2020/2021,34,2021-05-01,SD Eibar,CD Alavés,3,0,1,20,17,26:46,28:52,https://www.mondefootball.fr/resume/primera-division-2020-2021-sd-eibar-cd-alaves/
3,2020/2021,34,2021-05-01,Elche CF,Atlético Madrid,0,1,2,19,1,29:50,61:22,https://www.mondefootball.fr/resume/primera-division-2020-2021-elche-cf-atletico-madrid/
4,2020/2021,34,2021-05-01,SD Huesca,Real Sociedad,1,0,1,18,5,32:50,51:35,https://www.mondefootball.fr/resume/primera-division-2020-2021-sd-huesca-real-sociedad/
5,2020/2021,34,2021-05-01,Real Madrid,CA Osasuna,2,0,1,3,11,58:24,31:41,https://www.mondefootball.fr/resume/primera-division-2020-2021-real-madrid-ca-osasuna/
6,2020/2021,34,2021-05-02,Real Valladolid,Real Betis,1,1,X,16,7,32:46,43:46,https://www.mondefootball.fr/resume/primera-division-2020-2021-real-valladolid-real-betis/
7,2020/2021,34,2021-05-02,Villarreal CF,Getafe CF,1,0,1,6,15,51:38,26:40,https://www.mondefootball.fr/resume/primera-division-2020-2021-villarreal-cf-getafe-cf/
8,2020/2021,34,2021-05-02,Granada CF,Cádiz CF,0,1,2,8,12,43:55,29:49,https://www.mondefootball.fr/resume/primera-division-2020-2021-granada-cf-cadiz-cf/
9,2020/2021,34,2021-05-02,Valencia CF,FC Barcelona,2,3,2,14,2,43:51,80:33,https://www.mondefootball.fr/resume/primera-division-2020-2021-valencia-cf-fc-barcelona/
10,2020/2021,34,2021-05-03,Sevilla FC,Athletic Club,0,1,2,4,9,49:27,44:36,https://www.mondefootball.fr/resume/primera-division-2020-2021-sevilla-fc-athletic-bilbao/
