id,season,matchday,date,home_team,away_team,home_goals,away_goals,result,home_position,away_position,home_scored_and_conceded_goals,away_scored_and_conceded_goals,detail_link
1,2012/2013,23,2013-02-09,RCD Mallorca,CA Osasuna,1,1,X,19,17,23:43,19:27,https://www.mondefootball.fr/resume/primera-division-2012-2013-rcd-mallorca-ca-osasuna/
2,2012/2013,23,2013-02-09,RC Celta,Valencia CF,0,1,2,18,5,21:28,32:35,https://www.mondefootball.fr/resume/primera-division-2012-2013-celta-vigo-valencia-cf/
3,2012/2013,23,2013-02-09,Levante UD,Málaga CF,1,2,2,9,4,29:35,36:21,https://www.mondefootball.fr/resume/primera-division-2012-2013-levante-ud-malaga-cf/
4,2012/2013,23,2013-02-09,Deportivo La Coruña,Granada CF,0,3,2,20,14,27:51,22:32,https://www.mondefootball.fr/resume/primera-division-2012-2013-deportivo-la-coruna-granada-cf/
5,2012/2013,23,2013-02-09,Real Madrid,Sevilla FC,4,1,1,3,11,58:22,30:34,https://www.mondefootball.fr/resume/primera-division-2012-2013-real-madrid-sevilla-fc/
6,2012/2013,23,2013-02-10,FC Barcelona,Getafe CF,6,1,1,1,12,78:26,29:42,https://www.mondefootball.fr/resume/primera-division-2012-2013-fc-barcelona-getafe-cf/
7,2012/2013,23,2013-02-10,Real Zaragoza,Real Sociedad,1,2,2,16,7,23:33,37:29,https://www.mondefootball.fr/resume/primera-division-2012-2013-real-zaragoza-real-sociedad/
8,2012/2013,23,2013-02-10,Athletic Club,Espanyol Barcelona,0,4,2,15,13,29:46,30:34,https://www.mondefootball.fr/resume/primera-division-2012-2013-athletic-bilbao-espanyol-barcelona/
9,2012/2013,23,2013-02-10,Rayo Vallecano,Atlético Madrid,2,1,1,6,2,33:39,44:23,https://www.mondefootball.fr/resume/primera-division-2012-2013-rayo-vallecano-atletico-madrid/
10,2012/2013,23,2013-02-11,Real Betis,Real Valladolid,0,0,X,8,10,31:34,32:29,https://www.mondefootball.fr/resume/primera-division-2012-2013-real-betis-real-valladolid/
