id,season,matchday,date,home_team,away_team,home_goals,away_goals,result,home_position,away_position,home_scored_and_conceded_goals,away_scored_and_conceded_goals,detail_link
1,2012/2013,34,2013-05-03,RC Celta,Athletic Club,1,1,X,19,14,33:48,38:60,https://www.mondefootball.fr/resume/primera-division-2012-2013-celta-vigo-athletic-bilbao/
2,2012/2013,34,2013-05-04,Valencia CF,CA Osasuna,4,0,1,5,16,58:50,28:42,https://www.mondefootball.fr/resume/primera-division-2012-2013-valencia-cf-ca-osasuna/
3,2012/2013,34,2013-05-04,Granada CF,Málaga CF,1,0,1,15,6,30:51,47:39,https://www.mondefootball.fr/resume/primera-division-2012-2013-granada-cf-malaga-cf/
4,2012/2013,34,2013-05-04,Real Madrid,Real Valladolid,4,3,1,2,13,89:34,45:50,https://www.mondefootball.fr/resume/primera-division-2012-2013-real-madrid-real-valladolid/
5,2012/2013,34,2013-05-04,Deportivo La Coruña,Atlético Madrid,0,0,X,18,3,44:65,58:27,https://www.mondefootball.fr/resume/primera-division-2012-2013-deportivo-la-coruna-atletico-madrid/
6,2012/2013,34,2013-05-05,RCD Mallorca,Levante UD,1,1,X,20,12,37:68,36:53,https://www.mondefootball.fr/resume/primera-division-2012-2013-rcd-mallorca-levante-ud/
7,2012/2013,34,2013-05-05,Real Zaragoza,Rayo Vallecano,3,0,1,17,10,35:53,43:57,https://www.mondefootball.fr/resume/primera-division-2012-2013-real-zaragoza-rayo-vallecano/
8,2012/2013,34,2013-05-05,Sevilla FC,Espanyol Barcelona,3,0,1,9,11,52:47,42:46,https://www.mondefootball.fr/resume/primera-division-2012-2013-sevilla-fc-espanyol-barcelona/
9,2012/2013,34,2013-05-05,FC Barcelona,Real Betis,4,2,1,1,7,105:37,51:54,https://www.mondefootball.fr/resume/primera-division-2012-2013-fc-barcelona-real-betis/
10,2012/2013,34,2013-05-06,Getafe CF,Real Sociedad,2,1,1,8,4,42:51,62:43,https://www.mondefootball.fr/resume/primera-division-2012-2013-getafe-cf-real-sociedad/
