id,season,matchday,date,home_team,away_team,home_goals,away_goals,result,home_position,away_position,home_scored_and_conceded_goals,away_scored_and_conceded_goals,detail_link
1,2016/2017,6,2016-09-23,Real Betis,Málaga CF,1,0,1,10,17,8:11,5:8,https://www.mondefootball.fr/resume/primera-division-2016-2017-real-betis-malaga-cf/
2,2016/2017,6,2016-09-24,SD Eibar,Real Sociedad,2,0,1,8,11,8:6,8:9,https://www.mondefootball.fr/resume/primera-division-2016-2017-sd-eibar-real-sociedad/
3,2016/2017,6,2016-09-24,Sporting Gijón,FC Barcelona,0,5,2,14,2,5:14,19:6,https://www.mondefootball.fr/resume/primera-division-2016-2017-sporting-gijon-fc-barcelona/
4,2016/2017,6,2016-09-24,Athletic Club,Sevilla FC,3,1,1,5,6,9:6,11:9,https://www.mondefootball.fr/resume/primera-division-2016-2017-athletic-bilbao-sevilla-fc/
5,2016/2017,6,2016-09-24,UD Las Palmas,Real Madrid,2,2,X,7,1,14:11,15:6,https://www.mondefootball.fr/resume/primera-division-2016-2017-ud-las-palmas-real-madrid/
6,2016/2017,6,2016-09-25,CD Leganés,Valencia CF,1,2,2,13,15,6:10,9:12,https://www.mondefootball.fr/resume/primera-division-2016-2017-cd-leganes-valencia-cf/
7,2016/2017,6,2016-09-25,Atlético Madrid,Deportivo La Coruña,1,0,1,3,16,12:2,3:5,https://www.mondefootball.fr/resume/primera-division-2016-2017-atletico-madrid-deportivo-la-coruna/
8,2016/2017,6,2016-09-25,Villarreal CF,CA Osasuna,3,1,1,4,20,9:4,5:13,https://www.mondefootball.fr/resume/primera-division-2016-2017-villarreal-cf-ca-osasuna/
9,2016/2017,6,2016-09-25,Espanyol Barcelona,RC Celta,0,2,2,18,12,9:14,5:8,https://www.mondefootball.fr/resume/primera-division-2016-2017-espanyol-barcelona-celta-vigo/
10,2016/2017,6,2016-09-26,CD Alavés,Granada CF,3,1,1,9,19,7:5,7:15,https://www.mondefootball.fr/resume/primera-division-2016-2017-cd-alaves-granada-cf/
