id,season,matchday,date,home_team,away_team,home_goals,away_goals,result,home_position,away_position,home_scored_and_conceded_goals,away_scored_and_conceded_goals,detail_link
1,2013/2014,15,2013-11-29,Getafe CF,Levante UD,1,0,1,7,13,18:21,13:21,https://www.mondefootball.fr/resume/primera-division-2013-2014-getafe-cf-levante-ud/
2,2013/2014,15,2013-11-29,Villarreal CF,Málaga CF,1,1,X,5,15,25:14,17:22,https://www.mondefootball.fr/resume/primera-division-2013-2014-villarreal-cf-malaga-cf/
3,2013/2014,15,2013-11-30,Elche CF,Atlético Madrid,0,2,2,11,2,15:20,40:9,https://www.mondefootball.fr/resume/primera-division-2013-2014-elche-cf-atletico-madrid/
4,2013/2014,15,2013-11-30,RC Celta,UD Almería,3,1,1,14,19,20:23,16:32,https://www.mondefootball.fr/resume/primera-division-2013-2014-celta-vigo-ud-almeria/
5,2013/2014,15,2013-11-30,Real Madrid,Real Valladolid,4,0,1,3,18,44:17,16:25,https://www.mondefootball.fr/resume/primera-division-2013-2014-real-madrid-real-valladolid/
6,2013/2014,15,2013-11-30,Espanyol Barcelona,Real Sociedad,1,2,2,10,6,18:21,25:21,https://www.mondefootball.fr/resume/primera-division-2013-2014-espanyol-barcelona-real-sociedad/
7,2013/2014,15,2013-12-01,Real Betis,Rayo Vallecano,2,2,X,20,17,14:30,15:36,https://www.mondefootball.fr/resume/primera-division-2013-2014-real-betis-rayo-vallecano/
8,2013/2014,15,2013-12-01,Granada CF,Sevilla FC,1,2,2,12,8,12:19,29:27,https://www.mondefootball.fr/resume/primera-division-2013-2014-granada-cf-sevilla-fc/
9,2013/2014,15,2013-12-01,Valencia CF,CA Osasuna,3,0,1,9,16,21:23,11:25,https://www.mondefootball.fr/resume/primera-division-2013-2014-valencia-cf-ca-osasuna/
10,2013/2014,15,2013-12-01,Athletic Club,FC Barcelona,1,0,1,4,1,23:19,42:9,https://www.mondefootball.fr/resume/primera-division-2013-2014-athletic-bilbao-fc-barcelona/
