id,season,matchday,date,home_team,away_team,home_goals,away_goals,result,home_position,away_position,home_scored_and_conceded_goals,away_scored_and_conceded_goals,detail_link
1,2017/2018,4,2017-09-15,SD Eibar,CD Leganés,1,0,1,13,10,2:4,3:3,https://www.mondefootball.fr/resume/primera-division-2017-2018-sd-eibar-cd-leganes/
2,2017/2018,4,2017-09-16,Levante UD,Valencia CF,1,1,X,8,9,5:4,4:3,https://www.mondefootball.fr/resume/primera-division-2017-2018-levante-ud-valencia-cf/
3,2017/2018,4,2017-09-16,Getafe CF,FC Barcelona,1,2,2,14,1,3:4,11:1,https://www.mondefootball.fr/resume/primera-division-2017-2018-getafe-cf-fc-barcelona/
4,2017/2018,4,2017-09-16,Real Betis,Deportivo La Coruña,2,1,1,11,18,5:7,5:11,https://www.mondefootball.fr/resume/primera-division-2017-2018-real-betis-deportivo-la-coruna/
5,2017/2018,4,2017-09-16,Atlético Madrid,Málaga CF,1,0,1,5,19,8:3,1:6,https://www.mondefootball.fr/resume/primera-division-2017-2018-atletico-madrid-malaga-cf/
6,2017/2018,4,2017-09-17,CD Alavés,Villarreal CF,0,3,2,20,7,0:7,6:5,https://www.mondefootball.fr/resume/primera-division-2017-2018-cd-alaves-villarreal-cf/
7,2017/2018,4,2017-09-17,Girona FC,Sevilla FC,0,1,2,15,2,3:5,6:1,https://www.mondefootball.fr/resume/primera-division-2017-2018-girona-fc-sevilla-fc/
8,2017/2018,4,2017-09-17,UD Las Palmas,Athletic Club,1,0,1,12,6,5:7,3:1,https://www.mondefootball.fr/resume/primera-division-2017-2018-ud-las-palmas-athletic-bilbao/
9,2017/2018,4,2017-09-17,Real Sociedad,Real Madrid,1,3,2,3,4,11:7,9:4,https://www.mondefootball.fr/resume/primera-division-2017-2018-real-sociedad-real-madrid/
10,2017/2018,4,2017-09-18,Espanyol Barcelona,RC Celta,2,1,1,16,17,3:8,5:7,https://www.mondefootball.fr/resume/primera-division-2017-2018-espanyol-barcelona-celta-vigo/
