id,season,matchday,date,home_team,away_team,home_goals,away_goals,result,home_position,away_position,home_scored_and_conceded_goals,away_scored_and_conceded_goals,detail_link
1,2015/2016,22,2016-01-30,FC Barcelona,Atlético Madrid,2,1,1,1,2,57:18,31:10,https://www.mondefootball.fr/resume/primera-division-2015-2016-fc-barcelona-atletico-madrid/
2,2015/2016,22,2016-01-30,SD Eibar,Málaga CF,1,2,2,8,10,35:28,18:20,https://www.mondefootball.fr/resume/primera-division-2015-2016-sd-eibar-malaga-cf/
3,2015/2016,22,2016-01-30,Getafe CF,Athletic Club,0,1,2,11,6,26:32,33:30,https://www.mondefootball.fr/resume/primera-division-2015-2016-getafe-cf-athletic-bilbao/
4,2015/2016,22,2016-01-30,Villarreal CF,Granada CF,1,0,1,4,19,29:18,24:44,https://www.mondefootball.fr/resume/primera-division-2015-2016-villarreal-cf-granada-cf/
5,2015/2016,22,2016-01-30,Real Sociedad,Real Betis,2,1,1,13,14,26:34,15:31,https://www.mondefootball.fr/resume/primera-division-2015-2016-real-sociedad-real-betis/
6,2015/2016,22,2016-01-31,Sevilla FC,Levante UD,3,1,1,5,20,31:23,21:41,https://www.mondefootball.fr/resume/primera-division-2015-2016-sevilla-fc-levante-ud/
7,2015/2016,22,2016-01-31,Valencia CF,Sporting Gijón,0,1,2,12,17,26:23,24:38,https://www.mondefootball.fr/resume/primera-division-2015-2016-valencia-cf-sporting-gijon/
8,2015/2016,22,2016-01-31,UD Las Palmas,RC Celta,2,1,1,16,7,23:34,33:35,https://www.mondefootball.fr/resume/primera-division-2015-2016-ud-las-palmas-celta-vigo/
9,2015/2016,22,2016-01-31,Real Madrid,Espanyol Barcelona,6,0,1,3,15,64:20,20:41,https://www.mondefootball.fr/resume/primera-division-2015-2016-real-madrid-espanyol-barcelona/
10,2015/2016,22,2016-02-01,Deportivo La Coruña,Rayo Vallecano,2,2,X,9,18,30:27,28:47,https://www.mondefootball.fr/resume/primera-division-2015-2016-deportivo-la-coruna-rayo-vallecano/
