id,season,matchday,date,home_team,away_team,home_goals,away_goals,result,home_position,away_position,home_scored_and_conceded_goals,away_scored_and_conceded_goals,detail_link
1,2014/2015,4,2014-09-19,Elche CF,SD Eibar,0,2,2,13,9,4:8,4:3,https://www.mondefootball.fr/resume/primera-division-2014-2015-elche-cf-sd-eibar/
2,2014/2015,4,2014-09-20,Deportivo La Coruña,Real Madrid,2,8,2,14,7,6:12,13:8,https://www.mondefootball.fr/resume/primera-division-2014-2015-deportivo-la-coruna-real-madrid/
3,2014/2015,4,2014-09-20,Athletic Club,Granada CF,0,1,2,15,5,3:4,4:2,https://www.mondefootball.fr/resume/primera-division-2014-2015-athletic-bilbao-granada-cf/
4,2014/2015,4,2014-09-20,Atlético Madrid,RC Celta,2,2,X,4,8,6:4,8:6,https://www.mondefootball.fr/resume/primera-division-2014-2015-atletico-madrid-celta-vigo/
5,2014/2015,4,2014-09-20,Espanyol Barcelona,Málaga CF,2,2,X,17,11,5:8,3:5,https://www.mondefootball.fr/resume/primera-division-2014-2015-espanyol-barcelona-malaga-cf/
6,2014/2015,4,2014-09-21,Real Sociedad,UD Almería,1,2,2,12,10,7:7,4:4,https://www.mondefootball.fr/resume/primera-division-2014-2015-real-sociedad-ud-almeria/
7,2014/2015,4,2014-09-21,Villarreal CF,Rayo Vallecano,4,2,1,6,19,6:3,6:9,https://www.mondefootball.fr/resume/primera-division-2014-2015-villarreal-cf-rayo-vallecano/
8,2014/2015,4,2014-09-21,Córdoba CF,Sevilla FC,1,3,2,18,3,3:7,8:3,https://www.mondefootball.fr/resume/primera-division-2014-2015-cordoba-cf-sevilla-fc/
9,2014/2015,4,2014-09-21,Levante UD,FC Barcelona,0,5,2,20,1,0:10,11:0,https://www.mondefootball.fr/resume/primera-division-2014-2015-levante-ud-fc-barcelona/
10,2014/2015,4,2014-09-22,Getafe CF,Valencia CF,0,3,2,16,2,2:8,10:2,https://www.mondefootball.fr/resume/primera-division-2014-2015-getafe-cf-valencia-cf/
