id,season,matchday,date,home_team,away_team,home_goals,away_goals,result,home_position,away_position,home_scored_and_conceded_goals,away_scored_and_conceded_goals,detail_link
1,2014/2015,24,2015-02-20,Getafe CF,Espanyol Barcelona,2,1,1,14,9,20:32,31:36,https://www.mondefootball.fr/resume/primera-division-2014-2015-getafe-cf-espanyol-barcelona/
2,2014/2015,24,2015-02-21,FC Barcelona,Málaga CF,0,1,2,2,7,67:14,26:27,https://www.mondefootball.fr/resume/primera-division-2014-2015-fc-barcelona-malaga-cf/
3,2014/2015,24,2015-02-21,Córdoba CF,Valencia CF,1,2,2,20,4,18:38,43:21,https://www.mondefootball.fr/resume/primera-division-2014-2015-cordoba-cf-valencia-cf/
4,2014/2015,24,2015-02-21,Atlético Madrid,UD Almería,3,0,1,3,16,50:22,22:39,https://www.mondefootball.fr/resume/primera-division-2014-2015-atletico-madrid-ud-almeria/
5,2014/2015,24,2015-02-21,Deportivo La Coruña,RC Celta,0,2,2,15,8,20:38,25:24,https://www.mondefootball.fr/resume/primera-division-2014-2015-deportivo-la-coruna-celta-vigo/
6,2014/2015,24,2015-02-22,Real Sociedad,Sevilla FC,4,3,1,10,5,28:34,42:30,https://www.mondefootball.fr/resume/primera-division-2014-2015-real-sociedad-sevilla-fc/
7,2014/2015,24,2015-02-22,Athletic Club,Rayo Vallecano,1,0,1,11,13,21:31,24:41,https://www.mondefootball.fr/resume/primera-division-2014-2015-athletic-bilbao-rayo-vallecano/
8,2014/2015,24,2015-02-22,Villarreal CF,SD Eibar,1,0,1,6,12,38:22,25:33,https://www.mondefootball.fr/resume/primera-division-2014-2015-villarreal-cf-sd-eibar/
9,2014/2015,24,2015-02-22,Elche CF,Real Madrid,0,2,2,17,1,21:44,74:22,https://www.mondefootball.fr/resume/primera-division-2014-2015-elche-cf-real-madrid/
10,2014/2015,24,2015-02-23,Levante UD,Granada CF,2,1,1,18,19,19:44,15:37,https://www.mondefootball.fr/resume/primera-division-2014-2015-levante-ud-granada-cf/
