id,season,matchday,date,home_team,away_team,home_goals,away_goals,result,home_position,away_position,home_scored_and_conceded_goals,away_scored_and_conceded_goals,detail_link
1,2016/2017,12,2016-11-18,Real Betis,UD Las Palmas,2,0,1,13,10,13:22,21:20,https://www.mondefootball.fr/resume/primera-division-2016-2017-real-betis-ud-las-palmas/
2,2016/2017,12,2016-11-19,Deportivo La Coruña,Sevilla FC,2,3,2,17,3,10:19,22:17,https://www.mondefootball.fr/resume/primera-division-2016-2017-deportivo-la-coruna-sevilla-fc/
3,2016/2017,12,2016-11-19,FC Barcelona,Málaga CF,0,0,X,2,11,32:13,17:16,https://www.mondefootball.fr/resume/primera-division-2016-2017-fc-barcelona-malaga-cf/
4,2016/2017,12,2016-11-19,SD Eibar,RC Celta,1,0,1,8,9,17:15,18:22,https://www.mondefootball.fr/resume/primera-division-2016-2017-sd-eibar-celta-vigo/
5,2016/2017,12,2016-11-19,Atlético Madrid,Real Madrid,0,3,2,6,1,25:11,34:10,https://www.mondefootball.fr/resume/primera-division-2016-2017-atletico-madrid-real-madrid/
6,2016/2017,12,2016-11-20,CD Alavés,Espanyol Barcelona,0,1,2,14,12,11:16,14:17,https://www.mondefootball.fr/resume/primera-division-2016-2017-cd-alaves-espanyol-barcelona/
7,2016/2017,12,2016-11-20,Valencia CF,Granada CF,1,1,X,16,20,16:22,10:26,https://www.mondefootball.fr/resume/primera-division-2016-2017-valencia-cf-granada-cf/
8,2016/2017,12,2016-11-20,Sporting Gijón,Real Sociedad,1,3,2,18,5,11:25,21:13,https://www.mondefootball.fr/resume/primera-division-2016-2017-sporting-gijon-real-sociedad/
9,2016/2017,12,2016-11-20,Athletic Club,Villarreal CF,1,0,1,7,4,16:13,19:8,https://www.mondefootball.fr/resume/primera-division-2016-2017-athletic-bilbao-villarreal-cf/
10,2016/2017,12,2016-11-21,CD Leganés,CA Osasuna,2,0,1,15,19,11:22,12:23,https://www.mondefootball.fr/resume/primera-division-2016-2017-cd-leganes-ca-osasuna/
