id,season,matchday,date,home_team,away_team,home_goals,away_goals,result,home_position,away_position,home_scored_and_conceded_goals,away_scored_and_conceded_goals,detail_link
1,2013/2014,21,2014-01-24,RC Celta,Real Betis,4,2,1,14,20,27:34,18:47,https://www.mondefootball.fr/resume/primera-division-2013-2014-celta-vigo-real-betis/
2,2013/2014,21,2014-01-25,Real Madrid,Granada CF,2,0,1,3,11,60:21,19:27,https://www.mondefootball.fr/resume/primera-division-2013-2014-real-madrid-granada-cf/
3,2013/2014,21,2014-01-25,Real Valladolid,Villarreal CF,1,0,1,18,5,24:37,39:22,https://www.mondefootball.fr/resume/primera-division-2013-2014-real-valladolid-villarreal-cf/
4,2013/2014,21,2014-01-25,Valencia CF,Espanyol Barcelona,2,2,X,10,9,28:33,25:27,https://www.mondefootball.fr/resume/primera-division-2013-2014-valencia-cf-espanyol-barcelona/
5,2013/2014,21,2014-01-25,Sevilla FC,Levante UD,2,3,2,7,8,39:34,22:30,https://www.mondefootball.fr/resume/primera-division-2013-2014-sevilla-fc-levante-ud/
6,2013/2014,21,2014-01-26,UD Almería,Getafe CF,1,0,1,15,12,22:40,22:34,https://www.mondefootball.fr/resume/primera-division-2013-2014-ud-almeria-getafe-cf/
7,2013/2014,21,2014-01-26,CA Osasuna,Athletic Club,1,5,2,13,4,18:34,41:27,https://www.mondefootball.fr/resume/primera-division-2013-2014-ca-osasuna-athletic-bilbao/
8,2013/2014,21,2014-01-26,Rayo Vallecano,Atlético Madrid,2,4,2,19,2,21:51,52:14,https://www.mondefootball.fr/resume/primera-division-2013-2014-rayo-vallecano-atletico-madrid/
9,2013/2014,21,2014-01-26,FC Barcelona,Málaga CF,3,0,1,1,16,57:13,19:27,https://www.mondefootball.fr/resume/primera-division-2013-2014-fc-barcelona-malaga-cf/
10,2013/2014,21,2014-01-27,Real Sociedad,Elche CF,4,0,1,6,17,42:30,19:32,https://www.mondefootball.fr/resume/primera-division-2013-2014-real-sociedad-elche-cf/
