id,season,matchday,date,home_team,away_team,home_goals,away_goals,result,home_position,away_position,home_scored_and_conceded_goals,away_scored_and_conceded_goals,detail_link
1,2013/2014,2,2013-08-23,Getafe CF,UD Almería,2,2,X,15,16,2:4,4:5,https://www.mondefootball.fr/resume/primera-division-2013-2014-getafe-cf-ud-almeria/
2,2013/2014,2,2013-08-23,Athletic Club,CA Osasuna,2,0,1,2,19,4:1,1:4,https://www.mondefootball.fr/resume/primera-division-2013-2014-athletic-bilbao-ca-osasuna/
3,2013/2014,2,2013-08-24,Elche CF,Real Sociedad,1,1,X,12,6,1:4,3:1,https://www.mondefootball.fr/resume/primera-division-2013-2014-elche-cf-real-sociedad/
4,2013/2014,2,2013-08-24,Espanyol Barcelona,Valencia CF,3,1,1,8,10,5:3,2:3,https://www.mondefootball.fr/resume/primera-division-2013-2014-espanyol-barcelona-valencia-cf/
5,2013/2014,2,2013-08-24,Villarreal CF,Real Valladolid,2,1,1,3,20,5:3,2:4,https://www.mondefootball.fr/resume/primera-division-2013-2014-villarreal-cf-real-valladolid/
6,2013/2014,2,2013-08-25,Atlético Madrid,Rayo Vallecano,5,0,1,4,11,8:1,3:5,https://www.mondefootball.fr/resume/primera-division-2013-2014-atletico-madrid-rayo-vallecano/
7,2013/2014,2,2013-08-25,Levante UD,Sevilla FC,0,0,X,13,14,0:7,1:3,https://www.mondefootball.fr/resume/primera-division-2013-2014-levante-ud-sevilla-fc/
8,2013/2014,2,2013-08-25,Málaga CF,FC Barcelona,0,1,2,18,1,0:2,8:0,https://www.mondefootball.fr/resume/primera-division-2013-2014-malaga-cf-fc-barcelona/
9,2013/2014,2,2013-08-25,Real Betis,RC Celta,1,2,2,17,7,2:4,4:3,https://www.mondefootball.fr/resume/primera-division-2013-2014-real-betis-celta-vigo/
10,2013/2014,2,2013-08-26,Granada CF,Real Madrid,0,1,2,9,5,2:2,3:1,https://www.mondefootball.fr/resume/primera-division-2013-2014-granada-cf-real-madrid/
