id,season,matchday,date,home_team,away_team,home_goals,away_goals,result,home_position,away_position,home_scored_and_conceded_goals,away_scored_and_conceded_goals,detail_link
1,2017/2018,35,2018-04-27,Levante UD,Sevilla FC,2,1,1,16,7,34:50,45:56,https://www.mondefootball.fr/resume/primera-division-2017-2018-levante-ud-sevilla-fc/
2,2017/2018,35,2018-04-28,Espanyol Barcelona,UD Las Palmas,1,1,X,17,19,29:41,23:70,https://www.mondefootball.fr/resume/primera-division-2017-2018-espanyol-barcelona-ud-las-palmas/
3,2017/2018,35,2018-04-28,Real Sociedad,Athletic Club,3,1,1,10,14,63:55,38:45,https://www.mondefootball.fr/resume/primera-division-2017-2018-real-sociedad-athletic-bilbao/
4,2017/2018,35,2018-04-28,Real Madrid,CD Leganés,2,1,1,3,15,84:40,29:43,https://www.mondefootball.fr/resume/primera-division-2017-2018-real-madrid-cd-leganes/
5,2017/2018,35,2018-04-28,Villarreal CF,RC Celta,4,1,1,6,11,50:46,54:51,https://www.mondefootball.fr/resume/primera-division-2017-2018-villarreal-cf-celta-vigo/
6,2017/2018,35,2018-04-29,Getafe CF,Girona FC,1,1,X,8,9,40:32,47:53,https://www.mondefootball.fr/resume/primera-division-2017-2018-getafe-cf-girona-fc/
7,2017/2018,35,2018-04-29,CD Alavés,Atlético Madrid,0,1,2,13,2,34:48,55:18,https://www.mondefootball.fr/resume/primera-division-2017-2018-cd-alaves-atletico-madrid/
8,2017/2018,35,2018-04-29,Valencia CF,SD Eibar,0,0,X,4,12,62:36,37:47,https://www.mondefootball.fr/resume/primera-division-2017-2018-valencia-cf-sd-eibar/
9,2017/2018,35,2018-04-29,Deportivo La Coruña,FC Barcelona,2,4,2,18,1,34:69,92:22,https://www.mondefootball.fr/resume/primera-division-2017-2018-deportivo-la-coruna-fc-barcelona/
10,2017/2018,35,2018-04-30,Real Betis,Málaga CF,2,1,1,5,20,56:54,23:53,https://www.mondefootball.fr/resume/primera-division-2017-2018-real-betis-malaga-cf/
