id,season,matchday,date,home_team,away_team,home_goals,away_goals,result,home_position,away_position,home_scored_and_conceded_goals,away_scored_and_conceded_goals,detail_link
1,2015/2016,2,2015-08-28,Villarreal CF,Espanyol Barcelona,3,1,1,6,7,4:2,2:3,https://www.mondefootball.fr/resume/primera-division-2015-2016-villarreal-cf-espanyol-barcelona/
2,2015/2016,2,2015-08-29,Real Sociedad,Sporting Gijón,0,0,X,10,12,0:0,0:0,https://www.mondefootball.fr/resume/primera-division-2015-2016-real-sociedad-sporting-gijon/
3,2015/2016,2,2015-08-29,FC Barcelona,Málaga CF,1,0,1,3,14,2:0,0:1,https://www.mondefootball.fr/resume/primera-division-2015-2016-fc-barcelona-malaga-cf/
4,2015/2016,2,2015-08-29,RC Celta,Rayo Vallecano,3,0,1,1,15,5:1,0:3,https://www.mondefootball.fr/resume/primera-division-2015-2016-celta-vigo-rayo-vallecano/
5,2015/2016,2,2015-08-29,Real Madrid,Real Betis,5,0,1,5,17,5:0,1:6,https://www.mondefootball.fr/resume/primera-division-2015-2016-real-madrid-real-betis/
6,2015/2016,2,2015-08-30,SD Eibar,Athletic Club,2,0,1,4,20,5:1,0:3,https://www.mondefootball.fr/resume/primera-division-2015-2016-sd-eibar-athletic-bilbao/
7,2015/2016,2,2015-08-30,Sevilla FC,Atlético Madrid,0,3,2,16,2,0:3,4:0,https://www.mondefootball.fr/resume/primera-division-2015-2016-sevilla-fc-atletico-madrid/
8,2015/2016,2,2015-08-30,Valencia CF,Deportivo La Coruña,1,1,X,11,9,1:1,1:1,https://www.mondefootball.fr/resume/primera-division-2015-2016-valencia-cf-deportivo-la-coruna/
9,2015/2016,2,2015-08-30,UD Las Palmas,Levante UD,0,0,X,18,13,0:1,1:2,https://www.mondefootball.fr/resume/primera-division-2015-2016-ud-las-palmas-levante-ud/
10,2015/2016,2,2015-08-30,Getafe CF,Granada CF,1,2,2,19,8,1:3,3:4,https://www.mondefootball.fr/resume/primera-division-2015-2016-getafe-cf-granada-cf/
