id,season,matchday,date,home_team,away_team,home_goals,away_goals,result,home_position,away_position,home_scored_and_conceded_goals,away_scored_and_conceded_goals,detail_link
1,2014/2015,12,2014-11-21,Athletic Club,Espanyol Barcelona,3,1,1,9,14,10:13,12:16,https://www.mondefootball.fr/resume/primera-division-2014-2015-athletic-bilbao-espanyol-barcelona/
2,2014/2015,12,2014-11-22,Atlético Madrid,Málaga CF,3,1,1,3,6,23:12,15:12,https://www.mondefootball.fr/resume/primera-division-2014-2015-atletico-madrid-malaga-cf/
3,2014/2015,12,2014-11-22,SD Eibar,Real Madrid,0,4,2,12,1,13:19,46:11,https://www.mondefootball.fr/resume/primera-division-2014-2015-sd-eibar-real-madrid/
4,2014/2015,12,2014-11-22,FC Barcelona,Sevilla FC,5,1,1,2,5,30:6,19:16,https://www.mondefootball.fr/resume/primera-division-2014-2015-fc-barcelona-sevilla-fc/
5,2014/2015,12,2014-11-22,Deportivo La Coruña,Real Sociedad,0,0,X,19,16,12:21,12:16,https://www.mondefootball.fr/resume/primera-division-2014-2015-deportivo-la-coruna-real-sociedad/
6,2014/2015,12,2014-11-23,Rayo Vallecano,RC Celta,1,0,1,10,7,15:24,17:12,https://www.mondefootball.fr/resume/primera-division-2014-2015-rayo-vallecano-celta-vigo/
7,2014/2015,12,2014-11-23,Levante UD,Valencia CF,2,1,1,13,4,9:26,24:11,https://www.mondefootball.fr/resume/primera-division-2014-2015-levante-ud-valencia-cf/
8,2014/2015,12,2014-11-23,Elche CF,Córdoba CF,2,2,X,18,20,12:24,10:20,https://www.mondefootball.fr/resume/primera-division-2014-2015-elche-cf-cordoba-cf/
9,2014/2015,12,2014-11-23,Villarreal CF,Getafe CF,2,1,1,8,11,17:14,9:16,https://www.mondefootball.fr/resume/primera-division-2014-2015-villarreal-cf-getafe-cf/
10,2014/2015,12,2014-11-24,Granada CF,UD Almería,0,0,X,15,17,6:17,9:14,https://www.mondefootball.fr/resume/primera-division-2014-2015-granada-cf-ud-almeria/
