id,season,matchday,date,home_team,away_team,home_goals,away_goals,result,home_position,away_position,home_scored_and_conceded_goals,away_scored_and_conceded_goals,detail_link
1,2016/2017,31,2017-04-07,Villarreal CF,Athletic Club,3,1,1,5,8,45:24,40:36,https://www.mondefootball.fr/resume/primera-division-2016-2017-villarreal-cf-athletic-bilbao/
2,2016/2017,31,2017-04-08,Espanyol Barcelona,CD Alavés,1,0,1,9,11,43:42,29:38,https://www.mondefootball.fr/resume/primera-division-2016-2017-espanyol-barcelona-cd-alaves/
3,2016/2017,31,2017-04-08,Real Madrid,Atlético Madrid,1,1,X,1,3,83:32,56:24,https://www.mondefootball.fr/resume/primera-division-2016-2017-real-madrid-atletico-madrid/
4,2016/2017,31,2017-04-08,Sevilla FC,Deportivo La Coruña,4,2,1,4,16,56:39,33:50,https://www.mondefootball.fr/resume/primera-division-2016-2017-sevilla-fc-deportivo-la-coruna/
5,2016/2017,31,2017-04-08,Málaga CF,FC Barcelona,2,0,1,14,2,36:47,88:28,https://www.mondefootball.fr/resume/primera-division-2016-2017-malaga-cf-fc-barcelona/
6,2016/2017,31,2017-04-09,Granada CF,Valencia CF,1,3,2,19,12,27:65,47:54,https://www.mondefootball.fr/resume/primera-division-2016-2017-granada-cf-valencia-cf/
7,2016/2017,31,2017-04-09,RC Celta,SD Eibar,0,2,2,10,7,46:55,52:42,https://www.mondefootball.fr/resume/primera-division-2016-2017-celta-vigo-sd-eibar/
8,2016/2017,31,2017-04-09,CA Osasuna,CD Leganés,2,1,1,20,17,32:70,26:48,https://www.mondefootball.fr/resume/primera-division-2016-2017-ca-osasuna-cd-leganes/
9,2016/2017,31,2017-04-09,UD Las Palmas,Real Betis,4,1,1,13,15,50:52,33:51,https://www.mondefootball.fr/resume/primera-division-2016-2017-ud-las-palmas-real-betis/
10,2016/2017,31,2017-04-10,Real Sociedad,Sporting Gijón,3,1,1,6,18,46:42,32:61,https://www.mondefootball.fr/resume/primera-division-2016-2017-real-sociedad-sporting-gijon/
